"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","juveM1.25_steep0.5_identMDevs","C/S",8.206,571.033,306.313,0,0.507,0.826,0.265,0.998,TRUE
"2","HG_multistock","juveM1.25_steep0.5_identMDevs","JP/S",40.007,1772.218,1218.54,0,0.448,0.718,0.205,0.997,TRUE
"3","HG_multistock","juveM1.25_steep0.5_identMDevs","Lou",4.703,137.628,634.436,0,0.498,0.619,0.116,0.998,TRUE
