"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2167.17557853082,0.00935490163328012,14,0,"relative convergence (4)",0.0493166666666487
"2","2",2159.30322077597,0.0199439758096389,24,0,"relative convergence (4)",0.0278500000000349
"3","3",1742.23425865386,0.0063762962229994,219,0,"relative convergence (4)",0.0274499999999534
"4","4",1424.40680065964,0.0076435601358753,372,0,"relative convergence (4)",0.0422833333333377
"5","5",1423.51752973042,0.00191742741872503,375,0,"relative convergence (4)",0.0425499999999981
"6","6",1389.9970973883,0.0234982125875294,379,0,"relative convergence (4)",0.0377166666666502
"7","7",1385.28137872706,0.0277279658156369,382,0,"relative convergence (4)",0.0413666666666662
"8","8",1260.87505913812,0.00383146097957621,385,0,"relative convergence (4)",0.0613166666666681
"9","9",1237.48474410171,0.0122805718509174,389,0,"relative convergence (4)",0.0538333333333261
"10","10",1236.59177308338,0.0228693845671799,393,0,"relative convergence (4)",0.0478666666667171
"11","RE",NA,NA,NA,NA,NA,NA
