"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2167.17557853082,0.00935490163328012,14,0,"relative convergence (4)",0.0380666666666667
"2","2",2159.30322077597,0.0199439758096389,24,0,"relative convergence (4)",0.01625
"3","3",1857.94383846031,0.0047287535462992,92,0,"relative convergence (4)",0.0186333333333333
"4","4",1464.69143587004,0.00235384935760408,245,0,"relative convergence (4)",0.0284666666666667
"5","5",1458.50999873974,0.00163127150649611,248,0,"relative convergence (4)",0.0252833333333333
"6","6",1418.90959217246,0.00851467020296731,252,0,"relative convergence (4)",0.0303666666666667
"7","7",1415.67984866466,0.0234938080251823,255,0,"relative convergence (4)",0.0302333333333333
"8","8",1303.88212003037,0.00581598981265863,258,0,"relative convergence (4)",0.0308666666666667
"9","9",1276.92350850591,0.0135536801577203,262,0,"relative convergence (4)",0.0319333333333333
"10","10",1275.84244898093,0.0203347051881,266,0,"relative convergence (4)",0.03225
"11","RE",NA,NA,NA,NA,NA,NA
