"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveM1.25_steep0.67_identMDevs","22.193","44.931","6.774","10.02","0.305","0.223","0.269","1.025","0.782","0.761","TRUE","0.48","0.5","0.49","225.831"
