"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveM1.25_steep0.8_diffMDevs","22.193","36.997","6.774","9.271","0.305","0.251","0.179","0.667","0.513","0.763","TRUE","0.45","0.5","0.47"
