"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","juveM1.64_steep0.5_identMDevs","C/S",16.766,1202.01,485.837,0,0.515,0.833,0.254,0.998,TRUE
"2","HG_multistock","juveM1.64_steep0.5_identMDevs","JP/S",80.262,3608.871,1923.58,0,0.451,0.721,0.194,0.997,TRUE
"3","HG_multistock","juveM1.64_steep0.5_identMDevs","Lou",8.983,274.49,1009.16,0,0.509,0.629,0.11,0.998,TRUE
