"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","baseMSmodel","21.78","19.943","3.741","5.177","0.172","0.26","0.511","0.084","0.553","0.535","TRUE","0.46","0.7","0.63"
