"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","baseMSmodel","22.193","23.95","6.774","12.184","0.305","0.509","0.667","0.079","0.706","0.84","TRUE","0.48","0.5","0.49"
