"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgPonded_t","avgSOK_t","pondAAV","nYrsComm","avgCatch_t","catchAAV"
"1","sim_bat4","rw15_loPondM","oSOK_0.1HR_spatialMP","HG Herring","C/S",1,100,0,1,0.61,0.29,0.22,NA,0,NA,3.9,0.3,27.3,1.9,122.6,0,0,0
"2","sim_bat4","rw15_loPondM","oSOK_0.1HR_spatialMP","HG Herring","JP/S",1,100,0,1,0.73,0.29,0.2,NA,0,NA,5.3,3.3,346.3,23.7,103.6,0,0,0
"3","sim_bat4","rw15_loPondM","oSOK_0.1HR_spatialMP","HG Herring","Lou",1,100,0,1,0.97,0.71,0.49,NA,0,NA,0,0,0,0,0,0,0,0
