"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","juveMmean_steep0.5_identMDevs","C/S",4.262,283.62,186.139,0,0.5,0.815,0.277,0.998,TRUE
"2","HG_multistock","juveMmean_steep0.5_identMDevs","JP/S",17.914,778.246,671.678,0,0.446,0.713,0.215,0.997,TRUE
"3","HG_multistock","juveMmean_steep0.5_identMDevs","Lou",1.925,54.379,312.947,0,0.49,0.612,0.121,0.998,TRUE
