"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2234.53292489025,0.00288879301228917,14,0,"relative convergence (4)",0.03985
"2","2",2226.24619418871,0.0059873734272214,24,0,"relative convergence (4)",0.0163333333333333
"3","3",1916.61781558561,0.00213241575696871,92,0,"relative convergence (4)",0.0188166666666667
"4","4",1518.43880071481,0.00223776183525359,245,0,"relative convergence (4)",0.0254666666666666
"5","5",1504.75846892344,0.00324886358193766,248,0,"relative convergence (4)",0.0259333333333333
"6","6",1478.63144454229,0.0246678871805344,252,0,"relative convergence (4)",0.0316
"7","7",1471.21265266608,0.0331477104891551,255,0,"relative convergence (4)",0.0301833333333333
"8","8",1308.13912699862,0.0218761314334124,258,0,"relative convergence (4)",0.0322
"9","9",1281.44367878817,0.01922468170984,262,0,"relative convergence (4)",0.0313833333333333
"10","10",1280.37392343602,0.0260230312819516,266,0,"relative convergence (4)",0.0296833333333334
"11","RE",NA,NA,NA,NA,NA,NA
