"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveM1.64_steep0.67_identMDevs","22.193","77.175","6.774","10.206","0.305","0.132","0.567","2.477","1.806","0.793","TRUE","0.48","0.5","0.49"
