"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveM1.64_steep0.8_identMDevs","22.193","65.817","6.774","9.962","0.305","0.151","0.504","1.966","1.487","0.73","TRUE","0.48","0.5","0.49","225.448"
