"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2272.77731950944,0.000464654094884977,14,0,"relative convergence (4)",0.03975
"2","2",2267.17279170223,0.0161833096283459,24,0,"relative convergence (4)",0.0144166666666667
"3","3",1947.02424240255,0.0136781469923974,92,0,"relative convergence (4)",0.0188666666666667
"4","4",1579.43302550521,0.00170473696361029,245,0,"relative convergence (4)",0.0251833333333333
"5","5",1560.84126041642,0.00296564920167697,248,0,"relative convergence (4)",0.02495
"6","6",1554.33534709067,0.00295591053996347,252,0,"relative convergence (4)",0.0259666666666667
"7","7",1545.63247257567,0.00317266246863568,255,0,"relative convergence (4)",0.0282666666666667
"8","8",1304.31470314745,0.0017828030707423,258,0,"relative convergence (4)",0.0365166666666666
"9","9",1277.13147388382,0.00744553951870053,262,0,"relative convergence (4)",0.0351333333333333
"10","10",1276.0309002309,0.0075763913664737,266,0,"relative convergence (4)",0.03065
"11","RE",NA,NA,NA,NA,NA,NA
