"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"1","sim_parBatHGherringGrid1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.783,0.521,0.421,NA,0,NA,5,1,7.3,105.7,101.2,0,0,0,0.021,0.173,0.051,0.048,0.045,4.014,2.075,0.529,1.675,0.421,3.25,0.816
"2","sim_parBatHGherringGrid1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.803,0.515,0.385,NA,0.001,0.12,9,6.4,46.5,677,94.7,0,0,0,0.003,0.037,0.035,0.055,0.052,17.841,7.978,0.451,7.396,0.42,13.541,0.767
"3","sim_parBatHGherringGrid1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.851,0.64,0.522,NA,0,NA,4,1,7.3,106.3,125,0,0,0,0.017,0.122,0.049,0.045,0.049,1.923,1.077,0.557,0.874,0.452,1.812,0.958
"4","sim_parBatHGherringGrid1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.878,0.561,0.423,0,0,NA,12,5.5,39.7,576.9,82.8,0,0,0,0.002,0.033,0.048,0.055,0.046,23.778,11.13,0.471,9.945,0.422,18.604,0.788
"5","sim_parBatHGherringGrid10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.435,0.177,0.121,NA,0,NA,0,0,0,0,0,0,0,0,0.023,0.145,0.058,0.052,0.052,7.14,1.912,0.265,1.51,0.209,3.243,0.445
"6","sim_parBatHGherringGrid10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.309,0.085,0.052,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.025,0.025,0.051,0.044,35.734,7.192,0.205,6.771,0.194,12.756,0.354
"7","sim_parBatHGherringGrid10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.481,0.159,0.096,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.124,0.058,0.053,0.052,4.028,1.081,0.259,0.844,0.207,1.893,0.458
"8","sim_parBatHGherringGrid10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.368,0.077,0.037,0,0,NA,0,0,0,0,0,0,0,0,0,0.021,0.036,0.051,0.047,46.902,10.185,0.219,9.126,0.197,17.892,0.38
"9","sim_parBatHGherringGrid100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.57,0.275,0.183,NA,0,NA,0,0,0,0,0,0,0,0,0.037,0.209,0.111,0.087,0.063,7.14,1.956,0.271,1.51,0.209,3.639,0.501
"10","sim_parBatHGherringGrid100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.447,0.168,0.099,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.053,0.084,0.081,0.057,35.734,7.349,0.21,6.771,0.194,14.512,0.404
"11","sim_parBatHGherringGrid100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.601,0.243,0.151,NA,0,NA,0,0,0,0,0,0,0,0,0.03,0.182,0.108,0.077,0.062,4.028,1.098,0.264,0.844,0.207,2.107,0.512
"12","sim_parBatHGherringGrid100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.537,0.166,0.081,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.043,0.092,0.086,0.058,46.902,10.403,0.224,9.126,0.197,20.258,0.431
"13","sim_parBatHGherringGrid101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.218,0.067,0.035,NA,0,NA,4.5,1,7.3,105.7,94.4,0,0,0,0.052,0.203,0.092,0.082,0.06,12.681,1.78,0.135,1.468,0.112,3.545,0.269
"14","sim_parBatHGherringGrid101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.105,0.019,0.007,NA,0.002,0.11,8,6.4,46.3,672.7,100.7,0,0,0,0.003,0.037,0.041,0.062,0.044,62.065,6.839,0.112,6.61,0.108,12.724,0.203
"15","sim_parBatHGherringGrid101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.232,0.057,0.033,NA,0,NA,4,1,7.3,106,100.6,0,0,0,0.039,0.168,0.098,0.079,0.07,6.659,1.031,0.147,0.805,0.113,1.89,0.278
"16","sim_parBatHGherringGrid101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.103,0.014,0.006,0,0,NA,12,5.3,38.4,559.8,81.5,0,0,0,0.002,0.031,0.061,0.068,0.049,81.404,9.649,0.119,8.882,0.109,18.159,0.222
"17","sim_parBatHGherringGrid102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.221,0.069,0.039,NA,0,NA,0,0,0,0,0,0,0,0,0.053,0.209,0.094,0.083,0.061,12.681,1.78,0.135,1.468,0.112,3.601,0.273
"18","sim_parBatHGherringGrid102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.073,0.01,0.005,NA,0.201,0.18,0,0,0,0,0,6,1205.1,122.8,0.001,0.026,0.018,0.051,0.037,62.065,6.456,0.106,6.61,0.108,10.989,0.176
"19","sim_parBatHGherringGrid102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.241,0.061,0.034,NA,0,NA,0,0,0,0,0,0,0,0,0.041,0.176,0.101,0.082,0.071,6.659,1.031,0.147,0.805,0.113,1.945,0.286
"20","sim_parBatHGherringGrid102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.071,0.008,0.003,0.24,0.125,0.14,0,0,0,0,0,6,1205.1,122.8,0.001,0.027,0.056,0.055,0.046,81.404,9.266,0.114,8.882,0.109,16.535,0.203
"21","sim_parBatHGherringGrid103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.218,0.067,0.035,NA,0,NA,4.5,1,7.3,105.7,94.4,0,0,0,0.052,0.203,0.092,0.082,0.06,12.681,1.78,0.135,1.468,0.112,3.545,0.269
"22","sim_parBatHGherringGrid103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.083,0.012,0.005,NA,0.097,0.16,8,6.3,45.5,661.8,100,2,1084.9,139.3,0.002,0.029,0.026,0.058,0.04,62.065,6.839,0.112,6.61,0.108,11.54,0.185
"23","sim_parBatHGherringGrid103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.232,0.057,0.033,NA,0,NA,4,1,7.3,106,100.6,0,0,0,0.039,0.168,0.098,0.079,0.07,6.659,1.031,0.147,0.805,0.113,1.89,0.278
"24","sim_parBatHGherringGrid103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.076,0.008,0.003,0.14,0.065,0.14,12,5,36.2,529,82.5,2,1084.9,139.3,0.001,0.028,0.06,0.059,0.047,81.404,9.649,0.119,8.882,0.109,16.975,0.209
"25","sim_parBatHGherringGrid104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.22,0.067,0.037,NA,0,NA,7,1,7.3,105.8,84.4,0,0,0,0.052,0.204,0.093,0.083,0.06,12.681,1.78,0.135,1.468,0.112,3.564,0.271
"26","sim_parBatHGherringGrid104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.109,0.02,0.007,NA,0,NA,10,7.8,56.3,820.6,86.3,0,0,0,0.003,0.037,0.042,0.063,0.044,62.065,7.027,0.115,6.61,0.108,12.903,0.206
"27","sim_parBatHGherringGrid104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.236,0.059,0.033,NA,0,NA,5,1,7.3,106.2,100.8,0,0,0,0.041,0.173,0.1,0.079,0.071,6.659,1.031,0.147,0.805,0.113,1.914,0.281
"28","sim_parBatHGherringGrid104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.103,0.015,0.006,0,0,NA,13.5,6.6,47.6,693.7,68.8,0,0,0,0.002,0.033,0.062,0.069,0.05,81.404,9.838,0.121,8.882,0.109,18.382,0.225
"29","sim_parBatHGherringGrid105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.221,0.069,0.039,NA,0,NA,0,0,0,0,0,0,0,0,0.053,0.209,0.094,0.083,0.061,12.681,1.78,0.135,1.468,0.112,3.601,0.273
"30","sim_parBatHGherringGrid105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.122,0.022,0.009,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.04,0.048,0.068,0.049,62.065,7.027,0.115,6.61,0.108,13.423,0.215
"31","sim_parBatHGherringGrid105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.241,0.061,0.034,NA,0,NA,0,0,0,0,0,0,0,0,0.041,0.176,0.101,0.082,0.071,6.659,1.031,0.147,0.805,0.113,1.945,0.286
"32","sim_parBatHGherringGrid105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.117,0.015,0.006,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.037,0.07,0.071,0.052,81.404,9.837,0.121,8.882,0.109,18.969,0.232
"33","sim_parBatHGherringGrid106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.707,0.494,0.396,NA,0,NA,4,1,7.3,105.6,100,0,0,0,0.039,0.188,0.093,0.077,0.057,4.252,1.83,0.432,1.488,0.35,3.224,0.761
"34","sim_parBatHGherringGrid106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.775,0.497,0.369,NA,0.001,0.11,9.5,6.5,47,684.2,89.5,0,0,0,0.002,0.041,0.053,0.078,0.049,19.181,7.149,0.388,6.732,0.359,13.588,0.718
"35","sim_parBatHGherringGrid106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.876,0.688,0.614,NA,0,NA,5,1,7.3,106.1,100.9,0,0,0,0.031,0.195,0.098,0.076,0.058,1.927,1.13,0.593,0.898,0.472,2.046,1.093
"36","sim_parBatHGherringGrid106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.867,0.57,0.434,0,0,NA,13,5.8,41.9,611.7,77.2,0,0,0,0.001,0.034,0.07,0.075,0.052,25.36,10.109,0.408,9.118,0.366,18.858,0.752
"37","sim_parBatHGherringGrid107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.713,0.501,0.403,NA,0,NA,0,0,0,0,0,0,0,0,0.04,0.192,0.094,0.079,0.059,4.252,1.83,0.432,1.488,0.35,3.272,0.772
"38","sim_parBatHGherringGrid107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.733,0.415,0.308,NA,0.231,0.17,0,0,0,0,0,7,1263.4,109.3,0.001,0.027,0.042,0.059,0.035,19.181,6.767,0.367,6.732,0.359,11.669,0.619
"39","sim_parBatHGherringGrid107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.877,0.697,0.619,NA,0,NA,0,0,0,0,0,0,0,0,0.033,0.207,0.1,0.078,0.06,1.927,1.13,0.593,0.898,0.472,2.1,1.121
"40","sim_parBatHGherringGrid107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.849,0.525,0.372,0.29,0.145,0.14,0,0,0,0,0,7,1263.4,109.3,0.001,0.025,0.064,0.065,0.045,25.36,9.727,0.393,9.118,0.366,17.041,0.681
"41","sim_parBatHGherringGrid108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.707,0.494,0.396,NA,0,NA,4,1,7.3,105.6,100,0,0,0,0.039,0.188,0.093,0.077,0.057,4.252,1.83,0.432,1.488,0.35,3.224,0.761
"42","sim_parBatHGherringGrid108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.761,0.449,0.333,NA,0.111,0.16,9,6.4,46.5,676.2,88.8,3,1188.1,136.5,0.001,0.031,0.044,0.067,0.038,19.181,7.149,0.388,6.732,0.359,12.256,0.649
"43","sim_parBatHGherringGrid108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.876,0.688,0.614,NA,0,NA,5,1,7.3,106.1,100.9,0,0,0,0.031,0.195,0.098,0.076,0.058,1.927,1.13,0.593,0.898,0.472,2.046,1.093
"44","sim_parBatHGherringGrid108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.861,0.545,0.398,0.17,0.069,0.14,13,5.5,40,585.4,78.4,3,1188.1,136.5,0.001,0.026,0.069,0.068,0.046,25.36,10.109,0.408,9.118,0.366,17.526,0.7
"45","sim_parBatHGherringGrid109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.711,0.498,0.401,NA,0,NA,7,1,7.3,105.8,78.9,0,0,0,0.039,0.19,0.091,0.078,0.058,4.252,1.83,0.432,1.488,0.35,3.24,0.765
"46","sim_parBatHGherringGrid109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.777,0.509,0.383,NA,0,NA,10,7.7,55.8,812.5,77.2,0,0,0,0.003,0.043,0.053,0.077,0.049,19.181,7.337,0.398,6.732,0.359,13.836,0.731
"47","sim_parBatHGherringGrid109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.877,0.695,0.618,NA,0,NA,6.5,1,7.3,106.3,88.3,0,0,0,0.033,0.203,0.1,0.076,0.059,1.927,1.13,0.593,0.898,0.472,2.076,1.108
"48","sim_parBatHGherringGrid109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.873,0.579,0.439,0,0,NA,14,6.8,49.1,716.5,65.3,0,0,0,0.001,0.034,0.072,0.077,0.053,25.36,10.298,0.416,9.118,0.366,19.152,0.763
"49","sim_parBatHGherringGrid11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.129,0.027,0.015,NA,0,NA,2.5,1,7.3,105.4,95.3,0,0,0,0.024,0.143,0.031,0.044,0.048,12.681,1.739,0.132,1.468,0.112,2.955,0.223
"50","sim_parBatHGherringGrid11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.055,0.01,0.005,NA,0.002,0.11,6,6,43.2,628,104.2,0,0,0,0.002,0.022,-0.015,0.021,0.028,62.065,6.691,0.109,6.61,0.108,10.466,0.167
"51","sim_parBatHGherringGrid11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.159,0.039,0.023,NA,0,NA,2,1,7.3,105.8,100,0,0,0,0.033,0.126,0.061,0.046,0.052,6.659,1.016,0.145,0.805,0.113,1.636,0.24
"52","sim_parBatHGherringGrid11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.048,0.006,0.003,0,0,NA,11,4.5,32.8,479.4,93.4,0,0,0,0.001,0.021,0.015,0.031,0.033,81.404,9.447,0.116,8.882,0.109,15.058,0.184
"53","sim_parBatHGherringGrid110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.713,0.501,0.403,NA,0,NA,0,0,0,0,0,0,0,0,0.04,0.192,0.094,0.079,0.059,4.252,1.83,0.432,1.488,0.35,3.272,0.772
"54","sim_parBatHGherringGrid110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.792,0.527,0.409,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.047,0.062,0.081,0.051,19.181,7.337,0.398,6.732,0.359,14.239,0.752
"55","sim_parBatHGherringGrid110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.877,0.697,0.619,NA,0,NA,0,0,0,0,0,0,0,0,0.033,0.207,0.1,0.078,0.06,1.927,1.13,0.593,0.898,0.472,2.1,1.121
"56","sim_parBatHGherringGrid110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.88,0.594,0.457,0,0,NA,0,0,0,0,0,0,0,0,0.002,0.039,0.076,0.079,0.054,25.36,10.297,0.416,9.118,0.366,19.61,0.781
"57","sim_parBatHGherringGrid111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.267,0.109,0.069,NA,0,NA,3,1,7.3,105.3,85.5,0,0,0,0.029,0.121,0.062,0.083,0.054,8.531,1.336,0.155,1.179,0.139,2.927,0.334
"58","sim_parBatHGherringGrid111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.183,0.051,0.024,NA,0.002,0.11,6.5,6,43.6,633,105.8,0,0,0,0.002,0.021,0.019,0.045,0.032,42.865,5.988,0.144,6.129,0.147,10.376,0.243
"59","sim_parBatHGherringGrid111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.287,0.115,0.071,NA,0.001,0.12,2,1,7.3,105.7,100.6,0,0,0,0.014,0.112,0.07,0.06,0.069,4.647,0.793,0.166,0.625,0.132,1.586,0.333
"60","sim_parBatHGherringGrid111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.197,0.037,0.017,0,0,NA,11,4.6,33.6,490.8,90.9,0,0,0,0.001,0.019,0.047,0.061,0.046,56.042,8.117,0.147,7.932,0.144,14.89,0.267
"61","sim_parBatHGherringGrid112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.272,0.111,0.071,NA,0,NA,0,0,0,0,0,0,0,0,0.031,0.127,0.062,0.085,0.054,8.531,1.336,0.155,1.179,0.139,2.983,0.34
"62","sim_parBatHGherringGrid112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.145,0.029,0.013,NA,0.176,0.18,0,0,0,0,0,4,930.2,122.4,0.001,0.012,0.002,0.035,0.027,42.865,5.604,0.135,6.129,0.147,9.023,0.212
"63","sim_parBatHGherringGrid112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.297,0.122,0.075,NA,0,NA,0,0,0,0,0,0,0,0,0.014,0.12,0.075,0.062,0.073,4.647,0.793,0.166,0.625,0.132,1.637,0.343
"64","sim_parBatHGherringGrid112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.164,0.02,0.009,0.18,0.117,0.15,0,0,0,0,0,4,930.2,122.4,0,0.011,0.036,0.049,0.04,56.042,7.733,0.14,7.932,0.144,13.643,0.245
"65","sim_parBatHGherringGrid113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.267,0.109,0.069,NA,0,NA,3,1,7.3,105.3,85.5,0,0,0,0.029,0.121,0.062,0.083,0.054,8.531,1.336,0.155,1.179,0.139,2.927,0.334
"66","sim_parBatHGherringGrid113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.163,0.033,0.015,NA,0.071,0.17,6,6,43.7,638,107.6,1,820.8,118.6,0.001,0.014,0.012,0.044,0.028,42.865,5.988,0.144,6.129,0.147,9.476,0.222
"67","sim_parBatHGherringGrid113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.287,0.115,0.071,NA,0.001,0.12,2,1,7.3,105.7,100.6,0,0,0,0.014,0.112,0.07,0.06,0.069,4.647,0.793,0.166,0.625,0.132,1.586,0.333
"68","sim_parBatHGherringGrid113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.17,0.025,0.01,0.1,0.049,0.14,11,4.5,33,479,90.9,1,820.8,118.6,0,0.012,0.047,0.056,0.041,56.042,8.117,0.147,7.932,0.144,13.989,0.251
"69","sim_parBatHGherringGrid114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.268,0.109,0.069,NA,0,NA,4,1,7.3,105.6,77.7,0,0,0,0.03,0.123,0.061,0.083,0.054,8.531,1.336,0.155,1.179,0.139,2.938,0.335
"70","sim_parBatHGherringGrid114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.187,0.053,0.027,NA,0,NA,7.5,7.6,55.4,806.5,100,0,0,0,0.002,0.025,0.013,0.046,0.032,42.865,6.176,0.148,6.129,0.147,10.463,0.245
"71","sim_parBatHGherringGrid114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.29,0.117,0.071,NA,0,NA,3,1,7.3,105.9,100.1,0,0,0,0.014,0.116,0.075,0.06,0.071,4.647,0.793,0.166,0.625,0.132,1.598,0.335
"72","sim_parBatHGherringGrid114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.201,0.039,0.017,0,0,NA,12,6.1,44,640.6,83,0,0,0,0.001,0.021,0.048,0.062,0.048,56.042,8.305,0.151,7.932,0.144,14.999,0.269
"73","sim_parBatHGherringGrid115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.272,0.111,0.071,NA,0,NA,0,0,0,0,0,0,0,0,0.031,0.127,0.062,0.085,0.054,8.531,1.336,0.155,1.179,0.139,2.983,0.34
"74","sim_parBatHGherringGrid115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.203,0.063,0.03,NA,0,NA,0,0,0,0,0,0,0,0,0.002,0.03,0.027,0.053,0.037,42.865,6.176,0.148,6.129,0.147,11.127,0.261
"75","sim_parBatHGherringGrid115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.297,0.122,0.075,NA,0,NA,0,0,0,0,0,0,0,0,0.014,0.12,0.075,0.062,0.073,4.647,0.793,0.166,0.625,0.132,1.637,0.343
"76","sim_parBatHGherringGrid115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.213,0.047,0.021,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.025,0.055,0.066,0.05,56.042,8.305,0.151,7.932,0.144,15.746,0.282
"77","sim_parBatHGherringGrid116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.059,0.015,0.006,NA,0,NA,2,1,7.3,104.8,56.7,0,0,0,0.031,0.125,0.03,0.047,0.037,18.554,1.449,0.078,1.282,0.069,2.445,0.124
"78","sim_parBatHGherringGrid116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.009,0,0,NA,0.002,0.11,5,6.1,44.2,639.9,102.4,0,0,0,0,0.009,-0.037,0.004,-0.003,95.247,6.122,0.067,6.331,0.069,7.737,0.08
"79","sim_parBatHGherringGrid116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.042,0.004,0.003,NA,0,NA,0.5,0.5,3.6,52.3,23.3,0,0,0,0.005,0.053,0.024,0.032,0.027,8.865,0.636,0.069,0.507,0.055,1.025,0.113
"80","sim_parBatHGherringGrid116","a1M1.64_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.006,0,0,0,0,NA,9,4.5,32.4,471.4,96.7,0,0,0,0,0.005,0.005,0.018,0.016,122.666,8.207,0.068,8.12,0.067,11.207,0.089
"81","sim_parBatHGherringGrid117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.063,0.016,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.034,0.13,0.03,0.05,0.038,18.554,1.449,0.078,1.282,0.069,2.508,0.127
"82","sim_parBatHGherringGrid117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.005,0,0,NA,0.141,0.16,0,0,0,0,0,3,701.5,111.1,0,0.003,-0.043,0.001,-0.008,95.247,5.736,0.062,6.331,0.069,6.636,0.069
"83","sim_parBatHGherringGrid117","a1M1.64_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.044,0.007,0.003,NA,0,NA,0,0,0,0,0,0,0,0,0.006,0.057,0.026,0.035,0.029,8.865,0.636,0.069,0.507,0.055,1.067,0.118
