"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"309","sim_parBatHGherringGrid169","a1Mmean_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.858,0.639,0.522,NA,0,NA,7,1,7.3,105.8,76.9,0,0,0,0.039,0.231,0.154,0.102,0.069,3.286,1.426,0.447,1.182,0.364,2.859,0.867
"310","sim_parBatHGherringGrid169","a1Mmean_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.913,0.696,0.593,NA,0,NA,10.5,8.1,58.8,851.9,62.4,0,0,0,0.007,0.095,0.12,0.1,0.058,16.077,7.746,0.492,6.954,0.443,14.385,0.893
"311","sim_parBatHGherringGrid169","a1Mmean_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.977,0.889,0.815,NA,0,NA,8,1,7.3,106.3,100.5,0,0,0,0.056,0.327,0.029,0.005,0.009,1.555,2.123,1.34,1.781,1.137,2.005,1.264
"312","sim_parBatHGherringGrid169","a1Mmean_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.969,0.794,0.675,0,0,NA,14,7,51.1,746.1,53.8,0,0,0,0.003,0.083,0.101,0.083,0.053,20.918,11.294,0.546,9.917,0.479,19.249,0.92
"313","sim_parBatHGherringGrid17","a1Mmean_sr0.5_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.593,0.367,0.294,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.136,0.022,0.044,0.043,4.252,1.792,0.423,1.488,0.35,2.79,0.66
"314","sim_parBatHGherringGrid17","a1Mmean_sr0.5_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.611,0.306,0.206,NA,0.184,0.17,0,0,0,0,0,5,1065.6,122.7,0,0.016,-0.021,0.032,0.025,19.181,6.617,0.359,6.732,0.359,10.238,0.544
"315","sim_parBatHGherringGrid17","a1Mmean_sr0.5_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.819,0.628,0.527,NA,0,NA,0,0,0,0,0,0,0,0,0.025,0.135,0.059,0.048,0.049,1.927,1.113,0.584,0.898,0.472,1.877,1
"316","sim_parBatHGherringGrid17","a1Mmean_sr0.5_identM_rw15_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.723,0.359,0.239,0.2,0.119,0.15,0,0,0,0,0,5,1065.6,122.7,0,0.013,0.006,0.034,0.034,25.36,9.522,0.385,9.118,0.366,14.905,0.596
"317","sim_parBatHGherringGrid170","a1Mmean_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.858,0.641,0.523,NA,0,NA,0,0,0,0,0,0,0,0,0.039,0.231,0.154,0.102,0.069,3.286,1.426,0.447,1.182,0.364,2.865,0.868
"318","sim_parBatHGherringGrid170","a1Mmean_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.915,0.699,0.596,NA,0,NA,0,0,0,0,0,0,0,0,0.007,0.099,0.122,0.1,0.058,16.077,7.742,0.492,6.954,0.443,14.462,0.897
"319","sim_parBatHGherringGrid170","a1Mmean_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.977,0.889,0.817,NA,0,NA,0,0,0,0,0,0,0,0,0.056,0.328,0.029,0.005,0.009,1.555,2.123,1.34,1.781,1.137,2.01,1.267
"320","sim_parBatHGherringGrid170","a1Mmean_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.969,0.795,0.68,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.086,0.102,0.083,0.053,20.918,11.29,0.546,9.917,0.479,19.336,0.924
"321","sim_parBatHGherringGrid171","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.629,0.319,0.231,NA,0,NA,5,1,7.3,105.8,100.2,0,0,0,0.027,0.164,0.156,0.108,0.076,5.355,1.471,0.267,1.197,0.214,2.988,0.543
"322","sim_parBatHGherringGrid171","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.623,0.276,0.179,NA,0.001,0.12,10,6.6,48.2,699.3,76.9,0,0,0,0.003,0.083,0.105,0.094,0.058,30.969,7.982,0.255,7.375,0.235,15.593,0.499
"323","sim_parBatHGherringGrid171","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.889,0.639,0.501,NA,0,NA,6.5,1,7.3,106.6,101.4,0,0,0,0.038,0.245,0.029,0.015,0.013,3.008,2.286,0.771,1.888,0.625,2.129,0.713
"324","sim_parBatHGherringGrid171","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.747,0.328,0.197,0,0,NA,13,6.1,44.6,648.5,67.5,0,0,0,0.003,0.066,0.099,0.082,0.051,39.332,11.739,0.299,10.46,0.264,20.709,0.524
"325","sim_parBatHGherringGrid172","a1M1.25_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.634,0.325,0.236,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.169,0.158,0.11,0.076,5.355,1.471,0.267,1.197,0.214,3.015,0.547
"326","sim_parBatHGherringGrid172","a1M1.25_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.551,0.204,0.13,NA,0.263,0.18,0,0,0,0,0,8,1482,108.4,0.003,0.058,0.079,0.075,0.047,30.969,7.599,0.243,7.375,0.235,13.616,0.436
"327","sim_parBatHGherringGrid172","a1M1.25_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.893,0.652,0.509,NA,0,NA,0,0,0,0,0,0,0,0,0.039,0.249,0.031,0.017,0.015,3.008,2.286,0.771,1.888,0.625,2.166,0.726
"328","sim_parBatHGherringGrid172","a1M1.25_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.697,0.255,0.146,0.34,0.175,0.15,0,0,0,0,0,8,1482,108.4,0.002,0.043,0.087,0.068,0.046,39.332,11.356,0.289,10.46,0.264,18.796,0.476
"329","sim_parBatHGherringGrid173","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.629,0.319,0.231,NA,0,NA,5,1,7.3,105.8,100.2,0,0,0,0.027,0.164,0.156,0.108,0.076,5.355,1.471,0.267,1.197,0.214,2.988,0.543
"330","sim_parBatHGherringGrid173","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.575,0.228,0.146,NA,0.142,0.16,10,6.6,47.7,694,77.8,4,1526.8,134.6,0.003,0.063,0.086,0.08,0.052,30.969,7.982,0.255,7.375,0.235,14.243,0.456
"331","sim_parBatHGherringGrid173","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.889,0.639,0.501,NA,0,NA,6.5,1,7.3,106.6,101.4,0,0,0,0.038,0.245,0.029,0.015,0.013,3.008,2.286,0.771,1.888,0.625,2.129,0.713
"332","sim_parBatHGherringGrid173","a1M1.25_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.719,0.277,0.16,0.22,0.099,0.14,13,6.1,44.2,644.2,65.6,4,1526.8,134.6,0.003,0.048,0.092,0.072,0.049,39.332,11.739,0.299,10.46,0.264,19.359,0.49
"333","sim_parBatHGherringGrid174","a1M1.25_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.633,0.323,0.235,NA,0,NA,7,1,7.3,106,80,0,0,0,0.027,0.169,0.158,0.109,0.076,5.355,1.471,0.267,1.197,0.214,3.006,0.546
"334","sim_parBatHGherringGrid174","a1M1.25_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.634,0.287,0.185,NA,0,NA,11,8,58.1,845.2,63,0,0,0,0.004,0.087,0.105,0.095,0.06,30.969,8.166,0.261,7.375,0.235,15.891,0.509
"335","sim_parBatHGherringGrid174","a1M1.25_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.892,0.65,0.506,NA,0,NA,8,1,7.3,106.9,88.4,0,0,0,0.039,0.248,0.031,0.016,0.014,3.008,2.286,0.771,1.888,0.625,2.156,0.722
"336","sim_parBatHGherringGrid174","a1M1.25_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.759,0.339,0.205,0,0,NA,14,7.3,53,770.3,52.1,0,0,0,0.003,0.069,0.101,0.083,0.053,39.332,11.923,0.303,10.46,0.264,21.053,0.533
"337","sim_parBatHGherringGrid175","a1M1.25_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.634,0.325,0.236,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.169,0.158,0.11,0.076,5.355,1.471,0.267,1.197,0.214,3.015,0.547
"338","sim_parBatHGherringGrid175","a1M1.25_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.642,0.293,0.189,NA,0,NA,0,0,0,0,0,0,0,0,0.004,0.089,0.109,0.096,0.06,30.969,8.164,0.261,7.375,0.235,16.03,0.513
"339","sim_parBatHGherringGrid175","a1M1.25_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.893,0.652,0.509,NA,0,NA,0,0,0,0,0,0,0,0,0.039,0.249,0.031,0.017,0.015,3.008,2.286,0.771,1.888,0.625,2.166,0.726
"340","sim_parBatHGherringGrid175","a1M1.25_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.763,0.349,0.212,0,0,NA,0,0,0,0,0,0,0,0,0.003,0.074,0.105,0.084,0.054,39.332,11.921,0.303,10.46,0.264,21.211,0.537
"341","sim_parBatHGherringGrid176","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.342,0.119,0.068,NA,0,NA,4,1,7.3,105.7,100.1,0,0,0,0.027,0.154,0.159,0.125,0.08,8.518,1.452,0.163,1.202,0.133,2.893,0.335
"342","sim_parBatHGherringGrid176","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.303,0.069,0.036,NA,0.001,0.1,10,6.9,50,725.8,83.2,0,0,0,0.003,0.071,0.087,0.08,0.059,49.929,7.75,0.156,7.294,0.146,15.12,0.305
"343","sim_parBatHGherringGrid176","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.682,0.345,0.225,NA,0,NA,7,1,7.3,106.5,101,0,0,0,0.059,0.285,0.035,0.019,0.019,4.842,2.382,0.479,1.902,0.383,2.363,0.484
"344","sim_parBatHGherringGrid176","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.35,0.061,0.025,0,0,NA,13,6.1,44.3,647.5,70.5,0,0,0,0.001,0.054,0.092,0.072,0.05,63.29,11.584,0.183,10.398,0.164,20.377,0.324
"345","sim_parBatHGherringGrid177","a1M1.64_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.348,0.121,0.069,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.156,0.16,0.126,0.081,8.518,1.452,0.163,1.202,0.133,2.927,0.338
"346","sim_parBatHGherringGrid177","a1M1.64_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.218,0.047,0.021,NA,0.249,0.18,0,0,0,0,0,8,1417.1,110.2,0.001,0.039,0.072,0.068,0.043,49.929,7.366,0.149,7.294,0.146,13.103,0.265
"347","sim_parBatHGherringGrid177","a1M1.64_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.69,0.35,0.237,NA,0,NA,0,0,0,0,0,0,0,0,0.059,0.291,0.037,0.023,0.019,4.842,2.382,0.479,1.902,0.383,2.405,0.492
"348","sim_parBatHGherringGrid177","a1M1.64_sr0.8_diffM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.271,0.04,0.017,0.35,0.157,0.15,0,0,0,0,0,8,1417.1,110.2,0.001,0.037,0.082,0.062,0.041,63.29,11.2,0.177,10.398,0.164,18.435,0.294
"349","sim_parBatHGherringGrid178","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.342,0.119,0.068,NA,0,NA,4,1,7.3,105.7,100.1,0,0,0,0.027,0.154,0.159,0.125,0.08,8.518,1.452,0.163,1.202,0.133,2.893,0.335
"350","sim_parBatHGherringGrid178","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.242,0.049,0.023,NA,0.134,0.16,10,6.8,49.2,717,84.7,3.5,1424.2,141,0.001,0.049,0.077,0.073,0.048,49.929,7.75,0.156,7.294,0.146,13.723,0.278
"351","sim_parBatHGherringGrid178","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.682,0.345,0.225,NA,0,NA,7,1,7.3,106.5,101,0,0,0,0.059,0.285,0.035,0.019,0.019,4.842,2.382,0.479,1.902,0.383,2.363,0.484
"352","sim_parBatHGherringGrid178","a1M1.64_sr0.8_diffM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.294,0.044,0.019,0.21,0.093,0.14,13,5.9,43.1,628.1,71.6,3.5,1424.2,141,0.001,0.04,0.086,0.065,0.044,63.29,11.584,0.183,10.398,0.164,18.979,0.302
"353","sim_parBatHGherringGrid179","a1M1.64_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.345,0.12,0.069,NA,0,NA,6,1,7.3,105.9,76.8,0,0,0,0.027,0.155,0.159,0.125,0.08,8.518,1.452,0.163,1.202,0.133,2.911,0.336
"354","sim_parBatHGherringGrid179","a1M1.64_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.313,0.075,0.036,NA,0,NA,10,8,57.7,840,71.1,0,0,0,0.003,0.077,0.087,0.084,0.061,49.929,7.934,0.16,7.294,0.146,15.401,0.31
"355","sim_parBatHGherringGrid179","a1M1.64_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.687,0.349,0.233,NA,0,NA,8,1,7.3,106.7,88.2,0,0,0,0.059,0.288,0.037,0.022,0.019,4.842,2.382,0.479,1.902,0.383,2.392,0.49
"356","sim_parBatHGherringGrid179","a1M1.64_sr0.8_diffM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.36,0.062,0.027,0,0,NA,14,7,50.8,740.8,56.7,0,0,0,0.001,0.056,0.093,0.073,0.051,63.29,11.768,0.186,10.398,0.164,20.703,0.329
"357","sim_parBatHGherringGrid18","a1Mmean_sr0.5_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.587,0.364,0.288,NA,0,NA,3,1,7.3,105.7,100.7,0,0,0,0.02,0.131,0.022,0.042,0.042,4.252,1.792,0.423,1.488,0.35,2.75,0.65
"358","sim_parBatHGherringGrid18","a1Mmean_sr0.5_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.636,0.325,0.232,NA,0.086,0.16,8,6,43.9,637,100,1,1081.1,122.2,0.001,0.021,-0.013,0.036,0.027,19.181,6.998,0.38,6.732,0.359,10.701,0.568
"359","sim_parBatHGherringGrid18","a1Mmean_sr0.5_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.813,0.621,0.517,NA,0,NA,4,1,7.3,106,101.6,0,0,0,0.023,0.127,0.059,0.046,0.047,1.927,1.113,0.584,0.898,0.472,1.826,0.973
"360","sim_parBatHGherringGrid18","a1Mmean_sr0.5_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.734,0.375,0.252,0.12,0.057,0.14,12,4.8,34.7,505.1,86.1,1,1081.1,122.2,0,0.014,0.009,0.038,0.035,25.36,9.903,0.4,9.118,0.366,15.276,0.611
"361","sim_parBatHGherringGrid180","a1M1.64_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.348,0.121,0.069,NA,0,NA,0,0,0,0,0,0,0,0,0.027,0.156,0.16,0.126,0.081,8.518,1.452,0.163,1.202,0.133,2.927,0.338
"362","sim_parBatHGherringGrid180","a1M1.64_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.327,0.077,0.041,NA,0,NA,0,0,0,0,0,0,0,0,0.004,0.081,0.092,0.085,0.061,49.929,7.932,0.16,7.294,0.146,15.63,0.315
"363","sim_parBatHGherringGrid180","a1M1.64_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.69,0.35,0.237,NA,0,NA,0,0,0,0,0,0,0,0,0.059,0.291,0.037,0.023,0.019,4.842,2.382,0.479,1.902,0.383,2.405,0.492
"364","sim_parBatHGherringGrid180","a1M1.64_sr0.8_diffM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.374,0.066,0.029,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.058,0.096,0.074,0.052,63.29,11.766,0.186,10.398,0.164,20.962,0.333
"365","sim_parBatHGherringGrid181","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.781,0.515,0.412,NA,0.001,0.14,5,1,7.3,105.8,101.2,0,0,0,0.021,0.171,0.051,0.048,0.044,4.014,2.075,0.529,1.675,0.421,3.212,0.806
"366","sim_parBatHGherringGrid181","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.792,0.491,0.36,NA,0.035,0.12,9,6.4,46.3,672.1,92.5,0,0,0,0.002,0.036,0.024,0.053,0.05,17.841,7.72,0.436,7.396,0.42,13.146,0.745
"367","sim_parBatHGherringGrid181","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.848,0.627,0.509,NA,0.009,0.12,4,1,7.3,106.4,121.1,0,0,0,0.015,0.117,0.045,0.043,0.047,1.923,1.077,0.557,0.874,0.452,1.774,0.938
"368","sim_parBatHGherringGrid181","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.867,0.538,0.404,0,0.004,0.12,12,5.4,39.2,569,81.4,0,0,0,0.002,0.029,0.041,0.052,0.045,23.778,10.872,0.46,9.945,0.422,18.132,0.768
"369","sim_parBatHGherringGrid182","a1Mmean_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.787,0.528,0.429,NA,0,NA,0,0,0,0,0,0,0,0,0.021,0.177,0.053,0.048,0.047,4.014,2.075,0.529,1.675,0.421,3.287,0.825
"370","sim_parBatHGherringGrid182","a1Mmean_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.767,0.447,0.306,NA,0.212,0.17,0,0,0,0,0,7,1210.6,116.3,0.001,0.029,0.018,0.046,0.042,17.841,7.598,0.429,7.396,0.42,12.064,0.684
"371","sim_parBatHGherringGrid182","a1Mmean_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.854,0.653,0.531,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.128,0.052,0.047,0.05,1.923,1.077,0.557,0.874,0.452,1.848,0.976
"372","sim_parBatHGherringGrid182","a1Mmean_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.857,0.518,0.371,0.26,0.135,0.15,0,0,0,0,0,7,1210.6,116.3,0.001,0.022,0.038,0.044,0.041,23.778,10.75,0.454,9.945,0.422,17.199,0.728
"373","sim_parBatHGherringGrid183","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.781,0.515,0.412,NA,0.001,0.14,5,1,7.3,105.8,101.2,0,0,0,0.021,0.171,0.051,0.048,0.044,4.014,2.075,0.529,1.675,0.421,3.212,0.806
"374","sim_parBatHGherringGrid183","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.773,0.457,0.312,NA,0.168,0.17,9,6.4,46.3,676.3,93.4,2,1229.4,135.3,0.001,0.03,0.02,0.048,0.042,17.841,7.72,0.436,7.396,0.42,12.205,0.692
"375","sim_parBatHGherringGrid183","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.848,0.627,0.509,NA,0.009,0.12,4,1,7.3,106.4,121.1,0,0,0,0.015,0.117,0.045,0.043,0.047,1.923,1.077,0.557,0.874,0.452,1.774,0.938
"376","sim_parBatHGherringGrid183","a1Mmean_sr0.67_identM_rw15_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.855,0.513,0.371,0.15,0.105,0.14,12,5.3,38.2,557.5,82.4,2,1229.4,135.3,0.001,0.023,0.04,0.045,0.041,23.778,10.872,0.46,9.945,0.422,17.191,0.728
"377","sim_parBatHGherringGrid184","a1Mmean_sr0.67_identM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.785,0.525,0.429,NA,0,NA,7,1,7.3,105.9,79.6,0,0,0,0.021,0.175,0.052,0.048,0.046,4.014,2.075,0.529,1.675,0.421,3.271,0.821
"378","sim_parBatHGherringGrid184","a1Mmean_sr0.67_identM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.81,0.526,0.395,NA,0,NA,9,7.8,56.4,821.1,86.6,0,0,0,0.003,0.039,0.04,0.059,0.052,17.841,8.166,0.462,7.396,0.42,13.766,0.78
"379","sim_parBatHGherringGrid184","a1Mmean_sr0.67_identM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.853,0.649,0.529,NA,0,NA,6,1,7.3,106.6,116.5,0,0,0,0.017,0.126,0.051,0.046,0.049,1.923,1.077,0.557,0.874,0.452,1.835,0.969
"380","sim_parBatHGherringGrid184","a1Mmean_sr0.67_identM_rw15_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.882,0.571,0.433,0,0,NA,13,6.8,49.6,723.3,71.1,0,0,0,0.002,0.033,0.053,0.056,0.047,23.778,11.319,0.479,9.945,0.422,18.872,0.799
"381","sim_parBatHGherringGrid185","a1Mmean_sr0.67_identM_rw15_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.787,0.528,0.429,NA,0,NA,0,0,0,0,0,0,0,0,0.021,0.177,0.053,0.048,0.047,4.014,2.075,0.529,1.675,0.421,3.287,0.825
"382","sim_parBatHGherringGrid185","a1Mmean_sr0.67_identM_rw15_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.815,0.535,0.404,NA,0,NA,0,0,0,0,0,0,0,0,0.003,0.043,0.042,0.06,0.053,17.841,8.166,0.462,7.396,0.42,13.959,0.791
"383","sim_parBatHGherringGrid185","a1Mmean_sr0.67_identM_rw15_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.854,0.653,0.531,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.128,0.052,0.047,0.05,1.923,1.077,0.557,0.874,0.452,1.848,0.976
"384","sim_parBatHGherringGrid185","a1Mmean_sr0.67_identM_rw15_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.887,0.589,0.443,0,0,NA,0,0,0,0,0,0,0,0,0.002,0.036,0.055,0.057,0.048,23.778,11.318,0.479,9.945,0.422,19.094,0.808
"385","sim_parBatHGherringGrid186","a1M1.25_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.421,0.17,0.114,NA,0.001,0.12,4,1,7.3,105.9,117.7,0,0,0,0.019,0.136,0.056,0.05,0.05,7.14,1.912,0.265,1.51,0.209,3.166,0.435
"386","sim_parBatHGherringGrid186","a1M1.25_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.274,0.073,0.043,NA,0.038,0.12,8,6,43.4,633.5,100,0,0,0,0.001,0.023,0.007,0.047,0.04,35.734,6.746,0.193,6.771,0.194,11.875,0.33
"387","sim_parBatHGherringGrid186","a1M1.25_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.451,0.146,0.087,NA,0.007,0.12,3.5,1,7.3,106.2,117.5,0,0,0,0.017,0.114,0.048,0.047,0.05,4.028,1.081,0.259,0.844,0.207,1.802,0.436
"388","sim_parBatHGherringGrid186","a1M1.25_sr0.67_identM_rw15_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.313,0.065,0.029,0,0.005,0.11,11,4.7,34.3,500.2,84.6,0,0,0,0,0.019,0.027,0.045,0.043,46.902,9.739,0.209,9.126,0.197,16.843,0.358
"389","sim_parBatHGherringGrid187","a1M1.25_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.435,0.177,0.121,NA,0,NA,0,0,0,0,0,0,0,0,0.023,0.145,0.058,0.052,0.052,7.14,1.912,0.265,1.51,0.209,3.243,0.445
"390","sim_parBatHGherringGrid187","a1M1.25_sr0.67_identM_rw15_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.236,0.055,0.031,NA,0.178,0.17,0,0,0,0,0,5,1035,121.6,0,0.017,0.002,0.042,0.032,35.734,6.623,0.189,6.771,0.194,10.916,0.304
