"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pBtGtB0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","B7585","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"1","sim_parBatHGHerringGrid_Nov3_1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.757,0.488,0.375,0.149,NA,0.001,0.12,2,1,7.3,105.1,133.5,0,0,0,0.023,0.145,0.057,0.056,0.055,4.053,8.701,2.133,0.505,1.662,0.403,3.234,0.783
"2","sim_parBatHGHerringGrid_Nov3_1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.841,0.527,0.393,0.112,NA,0.016,0.12,3,5.9,43,623.9,134.9,0,0,0,0.002,0.039,0.048,0.058,0.042,18.172,53.122,8.305,0.456,7.621,0.422,13.92,0.761
"3","sim_parBatHGHerringGrid_Nov3_1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.874,0.631,0.517,0.221,NA,0.009,0.12,2,1,7.3,105.8,121.2,0,0,0,0.023,0.133,0.064,0.046,0.053,1.911,5.008,1.131,0.589,0.897,0.467,1.865,0.983
"4","sim_parBatHGHerringGrid_Nov3_1","a1Mmean_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.909,0.588,0.425,0.088,0,0.004,0.11,6,4,29,420.1,120.7,0,0,0,0,0.033,0.051,0.062,0.043,24.136,66.831,11.569,0.475,10.18,0.421,19.018,0.784
"5","sim_parBatHGHerringGrid_Nov3_10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.445,0.189,0.124,0.023,NA,0,NA,0,0,0,0,0,0,0,0,0.022,0.161,0.051,0.052,0.047,7.431,8.802,1.952,0.262,1.588,0.21,3.327,0.442
"6","sim_parBatHGHerringGrid_Nov3_10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.304,0.111,0.053,0.011,NA,0,NA,0,0,0,0,0,0,0,0,0.002,0.037,0.033,0.052,0.042,35.934,55.18,7.483,0.208,6.941,0.193,12.892,0.356
"7","sim_parBatHGHerringGrid_Nov3_10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.429,0.157,0.092,0.019,NA,0,NA,0,0,0,0,0,0,0,0,0.019,0.123,0.065,0.042,0.059,4.094,5.069,1.033,0.244,0.823,0.197,1.825,0.442
"8","sim_parBatHGHerringGrid_Nov3_10","a1M1.25_sr0.67_identM_rw15_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.373,0.095,0.049,0.005,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.034,0.039,0.051,0.05,47.459,69.052,10.468,0.22,9.351,0.196,18.043,0.379
"9","sim_parBatHGHerringGrid_Nov3_100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.589,0.283,0.201,0.045,NA,0,NA,0,0,0,0,0,0,0,0,0.041,0.237,0.111,0.093,0.052,7.431,8.802,2.002,0.269,1.588,0.21,3.786,0.504
"10","sim_parBatHGHerringGrid_Nov3_100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.469,0.167,0.107,0.018,NA,0,NA,0,0,0,0,0,0,0,0,0.006,0.056,0.073,0.085,0.055,35.934,55.18,7.641,0.213,6.941,0.193,14.738,0.407
"11","sim_parBatHGHerringGrid_Nov3_100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.559,0.238,0.147,0.031,NA,0,NA,0,0,0,0,0,0,0,0,0.029,0.173,0.103,0.074,0.067,4.094,5.069,1.05,0.248,0.823,0.197,2.039,0.495
"12","sim_parBatHGHerringGrid_Nov3_100","a1M1.25_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.549,0.169,0.092,0.013,0,0,NA,0,0,0,0,0,0,0,0,0.005,0.055,0.091,0.081,0.06,47.459,69.052,10.693,0.225,9.351,0.196,20.563,0.432
"13","sim_parBatHGHerringGrid_Nov3_101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.196,0.047,0.023,0.002,NA,0.001,0.12,2,1,7.3,105.1,101,0,0,0,0.024,0.182,0.087,0.073,0.056,11.95,8.285,1.653,0.136,1.387,0.115,3.132,0.255
"14","sim_parBatHGHerringGrid_Nov3_101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.103,0.015,0.003,0,NA,0.013,0.12,3,5.1,37.4,542.3,134.9,0,0,0,0,0.03,0.047,0.06,0.048,63.005,56.902,7.077,0.113,6.644,0.107,13.169,0.209
"15","sim_parBatHGHerringGrid_Nov3_101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.161,0.043,0.019,0.001,NA,0.009,0.11,1,1,7.3,105.7,123.5,0,0,0,0.007,0.115,0.097,0.069,0.068,6.775,5.08,0.88,0.127,0.735,0.105,1.716,0.254
"16","sim_parBatHGHerringGrid_Nov3_101","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.09,0.006,0.002,0,0,0.004,0.12,6,3.4,24.5,356.6,127.5,0,0,0,0,0.028,0.063,0.066,0.047,81.731,70.267,9.61,0.118,8.765,0.107,18.017,0.22
"17","sim_parBatHGHerringGrid_Nov3_102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.197,0.047,0.023,0.002,NA,0,NA,0,0,0,0,0,0,0,0,0.025,0.185,0.087,0.074,0.056,11.95,8.285,1.653,0.136,1.387,0.115,3.158,0.257
"18","sim_parBatHGHerringGrid_Nov3_102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.083,0.009,0.003,0,NA,0.055,0.18,0,0,0,0,0,2,869,144,0,0.026,0.042,0.058,0.044,63.005,56.902,7.077,0.113,6.644,0.107,12.357,0.197
"19","sim_parBatHGHerringGrid_Nov3_102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.167,0.046,0.022,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.12,0.097,0.073,0.07,6.775,5.08,0.88,0.127,0.735,0.105,1.743,0.258
"20","sim_parBatHGHerringGrid_Nov3_102","a1M1.64_sr0.67_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.072,0.005,0.002,0,0.11,0.043,0.18,0,0,0,0,0,2,869,144,0,0.024,0.061,0.061,0.045,81.731,70.267,9.61,0.118,8.765,0.107,17.258,0.211
"21","sim_parBatHGHerringGrid_Nov3_103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.196,0.047,0.023,0.002,NA,0.001,0.12,2,1,7.3,105.1,101,0,0,0,0.024,0.182,0.087,0.073,0.056,11.95,8.285,1.653,0.136,1.387,0.115,3.132,0.255
"22","sim_parBatHGHerringGrid_Nov3_103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.087,0.01,0.003,0,NA,0.058,0.18,3,5.1,37,535.5,134.9,0.5,162.8,20.3,0,0.026,0.042,0.06,0.044,63.005,56.902,7.077,0.113,6.644,0.107,12.611,0.201
"23","sim_parBatHGHerringGrid_Nov3_103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.161,0.043,0.019,0.001,NA,0.009,0.11,1,1,7.3,105.7,123.5,0,0,0,0.007,0.115,0.097,0.069,0.068,6.775,5.08,0.88,0.127,0.735,0.105,1.716,0.254
"24","sim_parBatHGHerringGrid_Nov3_103","a1M1.64_sr0.67_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.073,0.005,0.002,0,0.05,0.045,0.18,6,3.3,24.1,350.4,126.6,0.5,162.8,20.3,0,0.024,0.062,0.061,0.045,81.731,70.267,9.61,0.118,8.765,0.107,17.459,0.213
"25","sim_parBatHGHerringGrid_Nov3_104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.197,0.047,0.023,0.002,NA,0.001,0.13,3,1,7.3,105.5,100.5,0,0,0,0.024,0.183,0.086,0.073,0.056,11.95,8.285,1.653,0.136,1.387,0.115,3.14,0.256
"26","sim_parBatHGHerringGrid_Nov3_104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.107,0.016,0.003,0,NA,0.035,0.12,4,7.3,53,769.1,127.6,0,0,0,0,0.031,0.047,0.062,0.049,63.005,56.902,7.077,0.113,6.644,0.107,13.263,0.21
"27","sim_parBatHGHerringGrid_Nov3_104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.163,0.046,0.019,0.001,NA,0.029,0.12,3,1,7.3,106,128.2,0,0,0,0.007,0.117,0.097,0.069,0.068,6.775,5.08,0.88,0.127,0.735,0.105,1.722,0.254
"28","sim_parBatHGHerringGrid_Nov3_104","a1M1.64_sr0.67_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.095,0.006,0.002,0,0,0.013,0.11,8,4.4,31.9,463.2,118.7,0,0,0,0,0.028,0.065,0.067,0.047,81.731,70.267,9.61,0.118,8.765,0.107,18.124,0.221
"29","sim_parBatHGHerringGrid_Nov3_105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.197,0.047,0.023,0.002,NA,0,NA,0,0,0,0,0,0,0,0,0.025,0.185,0.087,0.074,0.056,11.95,8.285,1.653,0.136,1.387,0.115,3.158,0.257
"30","sim_parBatHGHerringGrid_Nov3_105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.11,0.016,0.004,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0.031,0.047,0.063,0.05,63.005,56.902,7.077,0.113,6.644,0.107,13.44,0.213
"31","sim_parBatHGHerringGrid_Nov3_105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.167,0.046,0.022,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.009,0.12,0.097,0.073,0.07,6.775,5.08,0.88,0.127,0.735,0.105,1.743,0.258
"32","sim_parBatHGHerringGrid_Nov3_105","a1M1.64_sr0.67_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.097,0.007,0.002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.029,0.065,0.067,0.048,81.731,70.267,9.61,0.118,8.765,0.107,18.341,0.224
"33","sim_parBatHGHerringGrid_Nov3_106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.734,0.483,0.393,0.151,NA,0,NA,2,1,7.3,105.2,100.5,0,0,0,0.033,0.163,0.105,0.091,0.067,4.169,8.805,1.601,0.383,1.336,0.322,3.145,0.761
"34","sim_parBatHGHerringGrid_Nov3_106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.809,0.499,0.383,0.125,NA,0.018,0.11,3,6,43.3,626.1,141.3,0,0,0,0.001,0.055,0.058,0.077,0.054,18.86,53.998,7.109,0.384,6.676,0.361,13.632,0.728
"35","sim_parBatHGHerringGrid_Nov3_106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.855,0.641,0.541,0.277,NA,0.015,0.12,2,1,7.3,105.8,109.7,0,0,0,0.027,0.189,0.099,0.075,0.06,1.955,4.914,1.041,0.529,0.817,0.42,1.969,1.015
"36","sim_parBatHGHerringGrid_Nov3_106","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.885,0.569,0.435,0.107,0,0.005,0.11,7.5,3.5,25.7,372.7,115.3,0,0,0,0,0.045,0.08,0.088,0.055,24.984,67.718,9.751,0.393,8.829,0.357,18.746,0.754
"37","sim_parBatHGHerringGrid_Nov3_107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.735,0.487,0.397,0.154,NA,0,NA,0,0,0,0,0,0,0,0,0.033,0.165,0.106,0.092,0.067,4.169,8.805,1.601,0.383,1.336,0.322,3.172,0.767
"38","sim_parBatHGHerringGrid_Nov3_107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.799,0.477,0.358,0.102,NA,0.068,0.17,0,0,0,0,0,2,846.5,136.2,0,0.04,0.051,0.074,0.05,18.86,53.998,7.109,0.384,6.676,0.361,12.824,0.688
"39","sim_parBatHGHerringGrid_Nov3_107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.855,0.647,0.547,0.285,NA,0,NA,0,0,0,0,0,0,0,0,0.028,0.195,0.1,0.077,0.061,1.955,4.914,1.041,0.529,0.817,0.42,2.002,1.032
"40","sim_parBatHGHerringGrid_Nov3_107","a1Mmean_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.883,0.553,0.417,0.092,0.12,0.051,0.16,0,0,0,0,0,2,846.5,136.2,0,0.035,0.076,0.075,0.055,24.984,67.718,9.751,0.393,8.829,0.357,17.997,0.726
"41","sim_parBatHGHerringGrid_Nov3_108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.734,0.483,0.393,0.151,NA,0,NA,2,1,7.3,105.2,100.5,0,0,0,0.033,0.163,0.105,0.091,0.067,4.169,8.805,1.601,0.383,1.336,0.322,3.145,0.761
"42","sim_parBatHGHerringGrid_Nov3_108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.806,0.485,0.369,0.107,NA,0.071,0.18,3,5.9,42.9,623.2,141.3,0.5,152.1,29.7,0.001,0.043,0.051,0.077,0.051,18.86,53.998,7.109,0.384,6.676,0.361,13.072,0.701
"43","sim_parBatHGHerringGrid_Nov3_108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.855,0.641,0.541,0.277,NA,0.015,0.12,2,1,7.3,105.8,109.7,0,0,0,0.027,0.189,0.099,0.075,0.06,1.955,4.914,1.041,0.529,0.817,0.42,1.969,1.015
"44","sim_parBatHGHerringGrid_Nov3_108","a1Mmean_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.883,0.558,0.422,0.094,0.07,0.055,0.16,7,3.6,26,378.1,116.4,0.5,152.1,29.7,0,0.037,0.075,0.078,0.055,24.984,67.718,9.751,0.393,8.829,0.357,18.187,0.733
"45","sim_parBatHGHerringGrid_Nov3_109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.734,0.484,0.393,0.153,NA,0.001,0.14,4,1,7.3,105.5,101.4,0,0,0,0.033,0.163,0.106,0.091,0.067,4.169,8.805,1.601,0.383,1.336,0.322,3.156,0.763
"46","sim_parBatHGHerringGrid_Nov3_109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.811,0.505,0.385,0.127,NA,0.034,0.12,4,7.5,54.2,784.2,118.2,0,0,0,0.001,0.056,0.059,0.079,0.055,18.86,53.998,7.109,0.384,6.676,0.361,13.744,0.734
"47","sim_parBatHGHerringGrid_Nov3_109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.855,0.645,0.544,0.285,NA,0.027,0.12,3.5,1,7.3,106,118.7,0,0,0,0.028,0.192,0.1,0.076,0.061,1.955,4.914,1.041,0.529,0.817,0.42,1.988,1.025
"48","sim_parBatHGHerringGrid_Nov3_109","a1Mmean_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.885,0.571,0.437,0.112,0,0.01,0.11,9,4.3,31.3,456.2,111.4,0,0,0,0,0.048,0.08,0.088,0.055,24.984,67.718,9.751,0.393,8.829,0.357,18.888,0.759
"49","sim_parBatHGHerringGrid_Nov3_11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.117,0.021,0.01,0.001,NA,0.002,0.1,1,1,7.3,104.7,100.3,0,0,0,0.009,0.103,0.028,0.041,0.038,11.95,8.285,1.618,0.133,1.387,0.115,2.639,0.214
"50","sim_parBatHGHerringGrid_Nov3_11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.055,0.003,0.001,0,NA,0.011,0.12,1,4.3,30.9,449.3,132.4,0,0,0,0,0.012,-0.007,0.029,0.031,63.005,56.902,6.935,0.111,6.644,0.107,10.94,0.174
"51","sim_parBatHGHerringGrid_Nov3_11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.107,0.025,0.011,0,NA,0.012,0.11,1,1,7.3,104.9,100,0,0,0,0.004,0.073,0.049,0.041,0.059,6.775,5.08,0.867,0.125,0.735,0.105,1.487,0.219
"52","sim_parBatHGHerringGrid_Nov3_11","a1M1.64_sr0.67_identM_rw15_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.033,0.002,0,0,0,0.005,0.12,4,2.4,17.5,253.2,146.2,0,0,0,0,0.011,0.017,0.036,0.037,81.731,70.267,9.419,0.116,8.765,0.107,15.066,0.184
"53","sim_parBatHGHerringGrid_Nov3_110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.735,0.487,0.397,0.154,NA,0,NA,0,0,0,0,0,0,0,0,0.033,0.165,0.106,0.092,0.067,4.169,8.805,1.601,0.383,1.336,0.322,3.172,0.767
"54","sim_parBatHGHerringGrid_Nov3_110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.811,0.509,0.388,0.131,NA,0,NA,0,0,0,0,0,0,0,0,0.001,0.057,0.059,0.079,0.056,18.86,53.998,7.109,0.384,6.676,0.361,13.878,0.741
"55","sim_parBatHGHerringGrid_Nov3_110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.855,0.647,0.547,0.285,NA,0,NA,0,0,0,0,0,0,0,0,0.028,0.195,0.1,0.077,0.061,1.955,4.914,1.041,0.529,0.817,0.42,2.002,1.032
"56","sim_parBatHGHerringGrid_Nov3_110","a1Mmean_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.887,0.576,0.441,0.117,0,0,NA,0,0,0,0,0,0,0,0,0,0.049,0.08,0.088,0.056,24.984,67.718,9.751,0.393,8.829,0.357,19.052,0.766
"57","sim_parBatHGHerringGrid_Nov3_111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.262,0.127,0.085,0.013,NA,0.002,0.1,1,1,7.3,104.4,61.2,0,0,0,0.034,0.153,0.075,0.078,0.061,8.415,8.952,1.593,0.177,1.318,0.149,2.853,0.323
"58","sim_parBatHGHerringGrid_Nov3_111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.198,0.051,0.026,0.007,NA,0.014,0.12,1.5,4.5,32.4,469.9,106.3,0,0,0,0.006,0.026,0.027,0.053,0.034,43.411,56.894,6.425,0.148,6.224,0.145,11.551,0.265
"59","sim_parBatHGHerringGrid_Nov3_111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.281,0.105,0.06,0.017,NA,0.009,0.12,1,1,7.3,105,65.2,0,0,0,0.017,0.105,0.087,0.064,0.068,4.613,5.083,0.761,0.165,0.601,0.131,1.676,0.353
"60","sim_parBatHGHerringGrid_Nov3_111","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.212,0.042,0.017,0.007,0,0.003,0.13,6,2.7,19.8,287.4,128.3,0,0,0,0.004,0.025,0.055,0.062,0.041,56.438,70.929,8.778,0.155,8.144,0.144,16.079,0.282
"61","sim_parBatHGHerringGrid_Nov3_112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.267,0.129,0.087,0.015,NA,0,NA,0,0,0,0,0,0,0,0,0.035,0.157,0.075,0.081,0.061,8.415,8.952,1.593,0.177,1.318,0.149,2.88,0.325
"62","sim_parBatHGHerringGrid_Nov3_112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.177,0.042,0.019,0.005,NA,0.047,0.18,0,0,0,0,0,1,606.9,111.4,0.004,0.021,0.024,0.053,0.03,43.411,56.894,6.425,0.148,6.224,0.145,10.694,0.247
"63","sim_parBatHGHerringGrid_Nov3_112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.285,0.109,0.063,0.017,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.108,0.088,0.066,0.069,4.613,5.083,0.761,0.165,0.601,0.131,1.703,0.359
"64","sim_parBatHGHerringGrid_Nov3_112","a1M1.25_sr0.5_identM_rw5_loPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.191,0.035,0.015,0.005,0.09,0.038,0.17,0,0,0,0,0,1,606.9,111.4,0.002,0.021,0.049,0.062,0.039,56.438,70.929,8.778,0.155,8.144,0.144,15.277,0.269
"65","sim_parBatHGHerringGrid_Nov3_113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.262,0.127,0.085,0.013,NA,0.002,0.1,1,1,7.3,104.4,61.2,0,0,0,0.034,0.153,0.075,0.078,0.061,8.415,8.952,1.593,0.177,1.318,0.149,2.853,0.323
"66","sim_parBatHGHerringGrid_Nov3_113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.186,0.045,0.021,0.005,NA,0.051,0.19,1.5,4.6,33.3,483.5,108.8,0,0,0,0.005,0.021,0.027,0.053,0.03,43.411,56.894,6.425,0.148,6.224,0.145,10.925,0.252
"67","sim_parBatHGHerringGrid_Nov3_113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.281,0.105,0.06,0.017,NA,0.009,0.12,1,1,7.3,105,65.2,0,0,0,0.017,0.105,0.087,0.064,0.068,4.613,5.083,0.761,0.165,0.601,0.131,1.676,0.353
"68","sim_parBatHGHerringGrid_Nov3_113","a1M1.25_sr0.5_identM_rw5_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.195,0.036,0.015,0.005,0.05,0.039,0.17,5.5,2.7,19.8,287.4,128.8,0,0,0,0.003,0.021,0.055,0.062,0.039,56.438,70.929,8.778,0.155,8.144,0.144,15.453,0.272
"69","sim_parBatHGHerringGrid_Nov3_114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.263,0.127,0.086,0.014,NA,0.003,0.12,2,1,7.3,105.1,81.3,0,0,0,0.035,0.155,0.075,0.079,0.061,8.415,8.952,1.593,0.177,1.318,0.149,2.862,0.324
"70","sim_parBatHGHerringGrid_Nov3_114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.203,0.052,0.025,0.007,NA,0.021,0.12,2,6.7,48.3,700.4,105.1,0,0,0,0.006,0.027,0.028,0.053,0.035,43.411,56.894,6.425,0.148,6.224,0.145,11.632,0.267
"71","sim_parBatHGHerringGrid_Nov3_114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.282,0.107,0.062,0.017,NA,0.033,0.13,2,1,7.3,105.7,115.7,0,0,0,0.017,0.106,0.087,0.066,0.068,4.613,5.083,0.761,0.165,0.601,0.131,1.682,0.354
"72","sim_parBatHGHerringGrid_Nov3_114","a1M1.25_sr0.5_identM_rw5_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.213,0.043,0.017,0.007,0,0.01,0.12,8,3.3,24,349.3,121.8,0,0,0,0.005,0.025,0.056,0.062,0.041,56.438,70.929,8.778,0.155,8.144,0.144,16.175,0.284
"73","sim_parBatHGHerringGrid_Nov3_115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","C/S",1,100,0,1,0.267,0.129,0.087,0.015,NA,0,NA,0,0,0,0,0,0,0,0,0.035,0.157,0.075,0.081,0.061,8.415,8.952,1.593,0.177,1.318,0.149,2.88,0.325
"74","sim_parBatHGHerringGrid_Nov3_115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.208,0.054,0.029,0.007,NA,0,NA,0,0,0,0,0,0,0,0,0.006,0.029,0.028,0.053,0.036,43.411,56.894,6.425,0.148,6.224,0.145,11.815,0.271
"75","sim_parBatHGHerringGrid_Nov3_115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","Lou",1,100,0,1,0.285,0.109,0.063,0.017,NA,0,NA,0,0,0,0,0,0,0,0,0.017,0.108,0.088,0.066,0.069,4.613,5.083,0.761,0.165,0.601,0.131,1.703,0.359
"76","sim_parBatHGHerringGrid_Nov3_115","a1M1.25_sr0.5_identM_rw5_loPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.217,0.045,0.019,0.007,0,0,NA,0,0,0,0,0,0,0,0,0.005,0.025,0.056,0.063,0.042,56.438,70.929,8.778,0.155,8.144,0.144,16.399,0.287
