"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pBtGtB0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgSOK_t","avgPonded_t","pondAAV","nYrsComm","avgCatch_t","catchAAV","pBtGtHistSB","pBtGt.5HistSB","growthRate6yrs","growthRate11yrs","growthRate16yrs","B0","B7585","BtMP","DtMP","BhistT","DhistT","BnT","DnT"
"1019","sim_parBatHGHerringGrid_Nov3_328","a1M1.64_sr0.67_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.534,0.266,0.184,0.041,NA,0.012,0.13,4,1,7.3,106.4,116.4,0,0,0,0.067,0.272,0.035,0.045,0.031,5.56,6.088,2.359,0.413,1.867,0.322,2.426,0.426
"1020","sim_parBatHGHerringGrid_Nov3_328","a1M1.64_sr0.67_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.167,0.02,0.007,0,0.06,0.052,0.17,8,3.2,23.2,337.4,114.9,1,426.2,103.7,0,0.035,0.079,0.063,0.047,72.442,67.923,10.598,0.147,9.375,0.131,18.726,0.256
"1021","sim_parBatHGHerringGrid_Nov3_329","a1M1.64_sr0.67_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.197,0.067,0.039,0.006,NA,0.001,0.11,2,1,7.3,105.2,86.9,0,0,0,0.019,0.143,0.112,0.098,0.077,10.552,8.827,1.407,0.126,1.128,0.101,2.719,0.249
"1022","sim_parBatHGHerringGrid_Nov3_329","a1M1.64_sr0.67_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.173,0.039,0.021,0.001,NA,0.028,0.12,4,7.8,56.6,822.4,115.2,0,0,0,0.004,0.069,0.05,0.075,0.061,56.33,53.009,6.832,0.122,6.379,0.116,14.642,0.254
"1023","sim_parBatHGHerringGrid_Nov3_329","a1M1.64_sr0.67_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.545,0.277,0.189,0.043,NA,0.025,0.13,6,1,7.3,106.5,115.6,0,0,0,0.068,0.283,0.038,0.048,0.031,5.56,6.088,2.359,0.413,1.867,0.322,2.476,0.435
"1024","sim_parBatHGHerringGrid_Nov3_329","a1M1.64_sr0.67_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.192,0.027,0.012,0,0,0.007,0.11,10,4.2,30.6,446.4,106.1,0,0,0,0.001,0.046,0.083,0.067,0.05,72.442,67.923,10.598,0.147,9.375,0.131,19.837,0.271
"1025","sim_parBatHGHerringGrid_Nov3_33","a1Mmean_sr0.8_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.816,0.54,0.424,0.161,NA,0.001,0.12,2,1,7.3,105.2,121.5,0,0,0,0.026,0.153,0.06,0.057,0.051,3.838,8.324,2.123,0.543,1.776,0.459,3.268,0.844
"1026","sim_parBatHGHerringGrid_Nov3_33","a1Mmean_sr0.8_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.865,0.524,0.382,0.117,NA,0.068,0.18,3,5.9,42.6,620.2,136.9,1,636.8,116.6,0.001,0.031,0.046,0.061,0.045,17.925,52.423,8.64,0.487,7.778,0.439,13.76,0.771
"1027","sim_parBatHGHerringGrid_Nov3_33","a1Mmean_sr0.8_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.897,0.687,0.569,0.217,NA,0.013,0.12,2,1,7.3,106,140.5,0,0,0,0.015,0.121,0.056,0.049,0.053,1.903,5.009,1.176,0.619,0.956,0.498,1.922,1.014
"1028","sim_parBatHGHerringGrid_Nov3_33","a1Mmean_sr0.8_identM_rw15_loPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.923,0.596,0.439,0.111,0.06,0.051,0.15,7,3.6,26.4,385.1,131.1,1,636.8,116.6,0.001,0.029,0.05,0.053,0.044,23.666,65.757,11.938,0.506,10.51,0.448,18.951,0.803
"1029","sim_parBatHGHerringGrid_Nov3_330","a1M1.64_sr0.67_diffM_rw5_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.2,0.069,0.039,0.006,NA,0,NA,0,0,0,0,0,0,0,0,0.021,0.144,0.112,0.1,0.078,10.552,8.827,1.407,0.126,1.128,0.101,2.732,0.25
"1030","sim_parBatHGHerringGrid_Nov3_330","a1M1.64_sr0.67_diffM_rw5_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.176,0.04,0.022,0.001,NA,0,NA,0,0,0,0,0,0,0,0,0.005,0.071,0.05,0.077,0.062,56.33,53.009,6.832,0.122,6.379,0.116,14.822,0.257
"1031","sim_parBatHGHerringGrid_Nov3_330","a1M1.64_sr0.67_diffM_rw5_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.548,0.279,0.193,0.043,NA,0,NA,0,0,0,0,0,0,0,0,0.068,0.285,0.039,0.048,0.031,5.56,6.088,2.359,0.413,1.867,0.322,2.494,0.438
"1032","sim_parBatHGHerringGrid_Nov3_330","a1M1.64_sr0.67_diffM_rw5_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.195,0.028,0.012,0,0,0,NA,0,0,0,0,0,0,0,0,0.001,0.047,0.083,0.069,0.051,72.442,67.923,10.598,0.147,9.375,0.131,20.048,0.273
"1033","sim_parBatHGHerringGrid_Nov3_331","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.631,0.398,0.315,0.133,NA,0.001,0.1,1,1,7.3,104.7,100.2,0,0,0,0.019,0.132,0.108,0.107,0.081,3.898,8.465,1.203,0.313,0.999,0.261,2.75,0.704
"1034","sim_parBatHGHerringGrid_Nov3_331","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.809,0.523,0.417,0.146,NA,0.012,0.11,3,5.2,37.4,543.9,125.8,0,0,0,0.001,0.049,0.059,0.082,0.052,17.878,55.773,6.786,0.383,6.474,0.364,13.953,0.773
"1035","sim_parBatHGHerringGrid_Nov3_331","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.937,0.814,0.742,0.491,NA,0.009,0.11,4,1,7.3,106.2,116.9,0,0,0,0.073,0.303,0.046,0.018,0.02,1.849,5.434,2.279,1.292,1.776,1.007,2.408,1.34
"1036","sim_parBatHGHerringGrid_Nov3_331","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.889,0.623,0.469,0.136,0,0,NA,8,3.2,23.5,342.2,113.4,0,0,0,0,0.043,0.076,0.072,0.047,23.624,69.672,10.268,0.44,9.249,0.392,19.111,0.806
"1037","sim_parBatHGHerringGrid_Nov3_332","a1Mmean_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.633,0.402,0.323,0.135,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.135,0.108,0.107,0.082,3.898,8.465,1.203,0.313,0.999,0.261,2.785,0.713
"1038","sim_parBatHGHerringGrid_Nov3_332","a1Mmean_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.809,0.508,0.399,0.121,NA,0.063,0.2,0,0,0,0,0,2,881.2,142.4,0.001,0.042,0.059,0.074,0.05,17.878,55.773,6.786,0.383,6.474,0.364,13.164,0.734
"1039","sim_parBatHGHerringGrid_Nov3_332","a1Mmean_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.94,0.821,0.747,0.507,NA,0,NA,0,0,0,0,0,0,0,0,0.081,0.315,0.047,0.021,0.022,1.849,5.434,2.279,1.292,1.776,1.007,2.473,1.378
"1040","sim_parBatHGHerringGrid_Nov3_332","a1Mmean_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.892,0.613,0.462,0.12,0.13,0.047,0.19,0,0,0,0,0,2,881.2,142.4,0,0.035,0.067,0.067,0.047,23.624,69.672,10.268,0.44,9.249,0.392,18.422,0.78
"1041","sim_parBatHGHerringGrid_Nov3_333","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.631,0.398,0.315,0.133,NA,0.001,0.1,1,1,7.3,104.7,100.2,0,0,0,0.019,0.132,0.108,0.107,0.081,3.898,8.465,1.203,0.313,0.999,0.261,2.75,0.704
"1042","sim_parBatHGHerringGrid_Nov3_333","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.807,0.509,0.401,0.125,NA,0.067,0.2,3,5.1,36.7,534,130.4,1,342.8,100,0.001,0.042,0.059,0.074,0.05,17.878,55.773,6.786,0.383,6.474,0.364,13.213,0.736
"1043","sim_parBatHGHerringGrid_Nov3_333","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.937,0.814,0.742,0.491,NA,0.009,0.11,4,1,7.3,106.2,116.9,0,0,0,0.073,0.303,0.046,0.018,0.02,1.849,5.434,2.279,1.292,1.776,1.007,2.408,1.34
"1044","sim_parBatHGHerringGrid_Nov3_333","a1Mmean_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.889,0.609,0.459,0.119,0.07,0.053,0.18,8,3.2,23,333.8,117.4,1,342.8,100,0,0.033,0.068,0.066,0.046,23.624,69.672,10.268,0.44,9.249,0.392,18.372,0.778
"1045","sim_parBatHGHerringGrid_Nov3_334","a1Mmean_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.632,0.401,0.321,0.135,NA,0.003,0.14,2,1,7.3,105.1,100.5,0,0,0,0.019,0.133,0.108,0.107,0.082,3.898,8.465,1.203,0.313,0.999,0.261,2.773,0.71
"1046","sim_parBatHGHerringGrid_Nov3_334","a1Mmean_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.813,0.535,0.423,0.153,NA,0.029,0.12,4,7.3,52.8,766.8,115.2,0,0,0,0.002,0.053,0.06,0.085,0.053,17.878,55.773,6.786,0.383,6.474,0.364,14.258,0.79
"1047","sim_parBatHGHerringGrid_Nov3_334","a1Mmean_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.939,0.821,0.745,0.505,NA,0.02,0.11,6,1,7.3,106.5,102.2,0,0,0,0.081,0.314,0.047,0.021,0.022,1.849,5.434,2.279,1.292,1.776,1.007,2.459,1.37
"1048","sim_parBatHGHerringGrid_Nov3_334","a1Mmean_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.893,0.633,0.479,0.145,0,0.006,0.11,10,4.4,31.6,458.9,107.3,0,0,0,0,0.048,0.076,0.074,0.05,23.624,69.672,10.268,0.44,9.249,0.392,19.49,0.822
"1049","sim_parBatHGHerringGrid_Nov3_335","a1Mmean_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.633,0.402,0.323,0.135,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.135,0.108,0.107,0.082,3.898,8.465,1.203,0.313,0.999,0.261,2.785,0.713
"1050","sim_parBatHGHerringGrid_Nov3_335","a1Mmean_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.815,0.539,0.426,0.156,NA,0,NA,0,0,0,0,0,0,0,0,0.002,0.053,0.061,0.086,0.054,17.878,55.773,6.786,0.383,6.474,0.364,14.419,0.798
"1051","sim_parBatHGHerringGrid_Nov3_335","a1Mmean_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.94,0.821,0.747,0.507,NA,0,NA,0,0,0,0,0,0,0,0,0.081,0.315,0.047,0.021,0.022,1.849,5.434,2.279,1.292,1.776,1.007,2.473,1.378
"1052","sim_parBatHGHerringGrid_Nov3_335","a1Mmean_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.895,0.636,0.483,0.149,0,0,NA,0,0,0,0,0,0,0,0,0,0.049,0.076,0.075,0.05,23.624,69.672,10.268,0.44,9.249,0.392,19.678,0.83
"1053","sim_parBatHGHerringGrid_Nov3_336","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.295,0.133,0.095,0.023,NA,0.001,0.12,1,1,7.3,104.3,74.4,0,0,0,0.022,0.113,0.07,0.083,0.063,7.136,8.776,1.487,0.191,1.203,0.157,2.543,0.338
"1054","sim_parBatHGHerringGrid_Nov3_336","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.255,0.078,0.054,0.008,NA,0.017,0.13,2,4.3,31.5,458.7,123.7,0,0,0,0.009,0.049,0.009,0.047,0.042,39.523,57.667,6.104,0.159,5.864,0.156,12.093,0.304
"1055","sim_parBatHGHerringGrid_Nov3_336","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.682,0.458,0.367,0.141,NA,0.01,0.12,3.5,1,7.3,106.2,94.8,0,0,0,0.06,0.28,0.058,0.039,0.039,3.773,6.066,2.103,0.516,1.751,0.418,2.518,0.632
"1056","sim_parBatHGHerringGrid_Nov3_336","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.339,0.081,0.042,0.004,0,0.004,0.11,8,2.4,17.1,250.2,117.3,0,0,0,0.004,0.043,0.03,0.048,0.045,50.432,72.509,9.695,0.196,8.819,0.18,17.154,0.34
"1057","sim_parBatHGHerringGrid_Nov3_337","a1M1.25_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.299,0.138,0.097,0.025,NA,0,NA,0,0,0,0,0,0,0,0,0.023,0.119,0.07,0.083,0.063,7.136,8.776,1.487,0.191,1.203,0.157,2.587,0.344
"1058","sim_parBatHGHerringGrid_Nov3_337","a1M1.25_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.246,0.066,0.04,0.005,NA,0.053,0.17,0,0,0,0,0,1,551.7,89.8,0.003,0.044,0.01,0.046,0.039,39.523,57.667,6.104,0.159,5.864,0.156,11.33,0.287
"1059","sim_parBatHGHerringGrid_Nov3_337","a1M1.25_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.687,0.466,0.375,0.151,NA,0,NA,0,0,0,0,0,0,0,0,0.067,0.291,0.064,0.041,0.042,3.773,6.066,2.103,0.516,1.751,0.418,2.602,0.653
"1060","sim_parBatHGHerringGrid_Nov3_337","a1M1.25_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.333,0.066,0.033,0.002,0.09,0.039,0.17,0,0,0,0,0,1,551.7,89.8,0.001,0.035,0.03,0.049,0.043,50.432,72.509,9.695,0.196,8.819,0.18,16.519,0.329
"1061","sim_parBatHGHerringGrid_Nov3_338","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.295,0.133,0.095,0.023,NA,0.001,0.12,1,1,7.3,104.3,74.4,0,0,0,0.022,0.113,0.07,0.083,0.063,7.136,8.776,1.487,0.191,1.203,0.157,2.543,0.338
"1062","sim_parBatHGHerringGrid_Nov3_338","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.245,0.066,0.04,0.005,NA,0.057,0.17,2,4.3,31.5,458.7,125,0,0,0,0.004,0.045,0.009,0.046,0.04,39.523,57.667,6.104,0.159,5.864,0.156,11.371,0.288
"1063","sim_parBatHGHerringGrid_Nov3_338","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.682,0.458,0.367,0.141,NA,0.01,0.12,3.5,1,7.3,106.2,94.8,0,0,0,0.06,0.28,0.058,0.039,0.039,3.773,6.066,2.103,0.516,1.751,0.418,2.518,0.632
"1064","sim_parBatHGHerringGrid_Nov3_338","a1M1.25_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.33,0.067,0.033,0.002,0.05,0.043,0.17,8,2.4,17.1,250.4,117.3,0,0,0,0.001,0.035,0.029,0.048,0.043,50.432,72.509,9.695,0.196,8.819,0.18,16.432,0.327
"1065","sim_parBatHGHerringGrid_Nov3_339","a1M1.25_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.297,0.136,0.096,0.024,NA,0.002,0.12,1,1,7.3,104.5,56.7,0,0,0,0.022,0.117,0.07,0.083,0.063,7.136,8.776,1.487,0.191,1.203,0.157,2.568,0.342
"1066","sim_parBatHGHerringGrid_Nov3_339","a1M1.25_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.267,0.084,0.056,0.009,NA,0.029,0.13,2,6.7,48.9,714.2,133.7,0,0,0,0.01,0.05,0.01,0.046,0.045,39.523,57.667,6.104,0.159,5.864,0.156,12.329,0.309
"1067","sim_parBatHGHerringGrid_Nov3_339","a1M1.25_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.685,0.465,0.372,0.15,NA,0.021,0.12,5,1,7.3,106.3,100.6,0,0,0,0.066,0.289,0.063,0.041,0.041,3.773,6.066,2.103,0.516,1.751,0.418,2.578,0.647
"1068","sim_parBatHGHerringGrid_Nov3_339","a1M1.25_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.348,0.085,0.045,0.005,0,0.009,0.11,9,3.1,22.2,322.5,118.8,0,0,0,0.005,0.044,0.031,0.048,0.046,50.432,72.509,9.695,0.196,8.819,0.18,17.475,0.346
"1069","sim_parBatHGHerringGrid_Nov3_34","a1Mmean_sr0.8_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.816,0.542,0.426,0.163,NA,0.003,0.12,4,1,7.3,105.6,125.1,0,0,0,0.027,0.153,0.06,0.057,0.051,3.838,8.324,2.123,0.543,1.776,0.459,3.279,0.846
"1070","sim_parBatHGHerringGrid_Nov3_34","a1Mmean_sr0.8_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.869,0.541,0.403,0.135,NA,0.039,0.12,4,7.4,53.9,783.3,133.7,0,0,0,0.001,0.039,0.047,0.063,0.046,17.925,52.423,8.64,0.487,7.778,0.439,14.285,0.8
"1071","sim_parBatHGHerringGrid_Nov3_34","a1Mmean_sr0.8_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.898,0.687,0.572,0.223,NA,0.028,0.12,4,1,7.3,106.1,121.3,0,0,0,0.015,0.123,0.058,0.049,0.054,1.903,5.009,1.176,0.619,0.956,0.498,1.939,1.023
"1072","sim_parBatHGHerringGrid_Nov3_34","a1Mmean_sr0.8_identM_rw15_loPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.923,0.613,0.455,0.119,0,0.008,0.12,9,4.4,31.8,464.6,118,0,0,0,0.001,0.037,0.056,0.054,0.047,23.666,65.757,11.938,0.506,10.51,0.448,19.504,0.826
"1073","sim_parBatHGHerringGrid_Nov3_340","a1M1.25_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","C/S",1,100,0,1,0.299,0.138,0.097,0.025,NA,0,NA,0,0,0,0,0,0,0,0,0.023,0.119,0.07,0.083,0.063,7.136,8.776,1.487,0.191,1.203,0.157,2.587,0.344
"1074","sim_parBatHGHerringGrid_Nov3_340","a1M1.25_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","JP/S",1,100,0,1,0.271,0.086,0.057,0.009,NA,0,NA,0,0,0,0,0,0,0,0,0.011,0.051,0.01,0.047,0.045,39.523,57.667,6.104,0.159,5.864,0.156,12.508,0.314
"1075","sim_parBatHGHerringGrid_Nov3_340","a1M1.25_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","Lou",1,100,0,1,0.687,0.466,0.375,0.151,NA,0,NA,0,0,0,0,0,0,0,0,0.067,0.291,0.064,0.041,0.042,3.773,6.066,2.103,0.516,1.751,0.418,2.602,0.653
"1076","sim_parBatHGHerringGrid_Nov3_340","a1M1.25_sr0.5_diffM_rw5_hiPondM","NoFish","HG Herring","aggregate",1,100,0,1,0.354,0.089,0.048,0.005,0,0,NA,0,0,0,0,0,0,0,0,0.005,0.044,0.032,0.049,0.046,50.432,72.509,9.695,0.196,8.819,0.18,17.698,0.35
"1077","sim_parBatHGHerringGrid_Nov3_341","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.055,0.016,0.009,0,NA,0.001,0.11,0,0,0,0,0,0,0,0,0.019,0.094,0.017,0.037,0.037,13.946,8.241,0.886,0.061,0.899,0.059,1.706,0.116
"1078","sim_parBatHGHerringGrid_Nov3_341","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.027,0.005,0.001,0,NA,0.014,0.11,1,1.4,10.1,146.5,62,0,0,0,0,0.01,-0.036,0.003,0.016,67.852,56.172,5.173,0.077,5.341,0.081,6.971,0.103
"1079","sim_parBatHGHerringGrid_Nov3_341","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.31,0.121,0.073,0.014,NA,0.005,0.13,2,1,7.3,105.5,75.8,0,0,0,0.051,0.217,0.054,0.047,0.044,6.124,5.101,1.253,0.196,1.014,0.157,1.918,0.298
"1080","sim_parBatHGHerringGrid_Nov3_341","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.016,0.001,0,0,0,0.004,0.11,5,1.2,9,130.9,125.9,0,0,0,0,0.005,-0.001,0.028,0.027,87.922,69.514,7.313,0.085,7.255,0.085,10.595,0.122
"1081","sim_parBatHGHerringGrid_Nov3_342","a1M1.64_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.057,0.016,0.009,0,NA,0,NA,0,0,0,0,0,0,0,0,0.02,0.096,0.017,0.038,0.038,13.946,8.241,0.886,0.061,0.899,0.059,1.734,0.118
"1082","sim_parBatHGHerringGrid_Nov3_342","a1M1.64_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.021,0.004,0.001,0,NA,0.027,0.17,0,0,0,0,0,0,0,0,0,0.008,-0.036,0.002,0.016,67.852,56.172,5.173,0.077,5.341,0.081,6.799,0.1
"1083","sim_parBatHGHerringGrid_Nov3_342","a1M1.64_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.325,0.131,0.08,0.015,NA,0,NA,0,0,0,0,0,0,0,0,0.056,0.229,0.062,0.051,0.047,6.124,5.101,1.253,0.196,1.014,0.157,1.992,0.309
"1084","sim_parBatHGHerringGrid_Nov3_342","a1M1.64_sr0.5_diffM_rw5_hiPondM","SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.013,0.001,0,0,0.04,0.021,0.17,0,0,0,0,0,0,0,0,0,0.003,0.002,0.03,0.027,87.922,69.514,7.313,0.085,7.255,0.085,10.525,0.121
"1085","sim_parBatHGHerringGrid_Nov3_343","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.055,0.016,0.009,0,NA,0.001,0.11,0,0,0,0,0,0,0,0,0.019,0.094,0.017,0.037,0.037,13.946,8.241,0.886,0.061,0.899,0.059,1.706,0.116
"1086","sim_parBatHGHerringGrid_Nov3_343","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.022,0.004,0.001,0,NA,0.028,0.18,1,1.4,10.1,146.5,73.1,0,0,0,0,0.008,-0.036,0.002,0.015,67.852,56.172,5.173,0.077,5.341,0.081,6.793,0.1
"1087","sim_parBatHGHerringGrid_Nov3_343","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.31,0.121,0.073,0.014,NA,0.005,0.13,2,1,7.3,105.5,75.8,0,0,0,0.051,0.217,0.054,0.047,0.044,6.124,5.101,1.253,0.196,1.014,0.157,1.918,0.298
"1088","sim_parBatHGHerringGrid_Nov3_343","a1M1.64_sr0.5_diffM_rw5_hiPondM","cSOK+SR_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.013,0.001,0,0,0.02,0.022,0.18,5,1.2,9,130.9,127.2,0,0,0,0,0.003,-0.001,0.028,0.027,87.922,69.514,7.313,0.085,7.255,0.085,10.417,0.12
"1089","sim_parBatHGHerringGrid_Nov3_344","a1M1.64_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","C/S",1,100,0,1,0.057,0.016,0.009,0,NA,0.002,0.1,0,0,0,0,0,0,0,0,0.02,0.095,0.017,0.038,0.037,13.946,8.241,0.886,0.061,0.899,0.059,1.716,0.117
"1090","sim_parBatHGHerringGrid_Nov3_344","a1M1.64_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","JP/S",1,100,0,1,0.028,0.005,0.001,0,NA,0.027,0.12,1,3.5,25.5,370.6,80.7,0,0,0,0,0.012,-0.033,0.004,0.017,67.852,56.172,5.173,0.077,5.341,0.081,7.08,0.104
"1091","sim_parBatHGHerringGrid_Nov3_344","a1M1.64_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","Lou",1,100,0,1,0.321,0.129,0.079,0.015,NA,0.019,0.13,3,1,7.3,106,94.4,0,0,0,0.055,0.225,0.062,0.049,0.046,6.124,5.101,1.253,0.196,1.014,0.157,1.962,0.304
"1092","sim_parBatHGHerringGrid_Nov3_344","a1M1.64_sr0.5_diffM_rw5_hiPondM","oSOK_HS30-100_HR0.1","HG Herring","aggregate",1,100,0,1,0.017,0.002,0,0,0,0.012,0.11,6,1.6,11.3,164.8,123.5,0,0,0,0,0.005,0.002,0.029,0.027,87.922,69.514,7.313,0.085,7.255,0.085,10.759,0.124
