"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveMmean_steep0.5_identMDevs","22.193","24.1","6.774","10.126","0.305","0.42","0.376","0.086","0.419","0.782","TRUE","0.48","0.5","0.49","226.318"
