"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","juveMmean_steep0.5_identMDevs","C/S",4.262,283.248,185.775,0,0.499,0.815,0.277,0.998,TRUE
"2","HG_multistock","juveMmean_steep0.5_identMDevs","JP/S",17.914,777.928,670.238,0,0.446,0.713,0.215,0.997,TRUE
"3","HG_multistock","juveMmean_steep0.5_identMDevs","Lou",1.924,54.26,311.964,0,0.489,0.611,0.121,0.998,TRUE
