"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgPonded_t","avgSOK_t","pondAAV","nYrsComm","avgCatch_t","catchAAV"
"1","sim_bat12","rw5_loPondM","SR_0.1HR_spatialMP","HG Herring","C/S",1,100,0,1,0.88,0.53,0.42,NA,0,NA,0,0,0,0,0,0,0,0
"2","sim_bat12","rw5_loPondM","SR_0.1HR_spatialMP","HG Herring","JP/S",1,100,0,1,0.89,0.46,0.34,NA,0.336,0.17,0,0,0,0,0,7,659.1,105.1
"3","sim_bat12","rw5_loPondM","SR_0.1HR_spatialMP","HG Herring","Lou",1,100,0,1,1,0.91,0.73,NA,0,NA,0,0,0,0,0,0,0,0
