"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","juveM1.25_steep0.8_diffMDevs","C/S",5.562,508.487,331.49,0,0.508,0.894,0.281,0.998,TRUE
"2","HG_multistock","juveM1.25_steep0.8_diffMDevs","JP/S",28.156,1447.876,1119.144,0,0.443,0.753,0.232,0.997,TRUE
"3","HG_multistock","juveM1.25_steep0.8_diffMDevs","Lou",3.276,193.365,557.301,0,0.47,0.779,0.109,0.998,TRUE
