"","simLabel","scenario","mp","species","stock","projObsErrMult","nGoodReps","medProbPDH_sp","pGoodReps","pBtGt.3B0","pBtGt.5B0","pBtGt.6B0","pCtGt650t","pUtGt.1HR","avgUtGt0.1HR","nYrsSOK","avgLicSOK","avgPonded_t","avgSOK_t","pondAAV","nYrsComm","avgCatch_t","catchAAV"
"1","sim_bat1","rw15_loPondM","cSOK_0.1HR_spatialMP","HG Herring","C/S",1,100,0,1,0.61,0.29,0.22,NA,0,NA,3.6,0.2,25.7,1.8,122.6,0,0,0
"2","sim_bat1","rw15_loPondM","cSOK_0.1HR_spatialMP","HG Herring","JP/S",1,100,0,1,0.72,0.28,0.19,NA,0.002,0.12,5.1,3,321.1,22,105.8,0,0,0
"3","sim_bat1","rw15_loPondM","cSOK_0.1HR_spatialMP","HG Herring","Lou",1,100,0,1,0.97,0.71,0.49,NA,0,NA,0,0,0,0,0,0,0,0
