"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2291.33719273173,0.00283795044774138,14,0,"relative convergence (4)",0.0326999999999922
"2","2",2289.12168121204,0.0117744259700672,24,0,"relative convergence (4)",0.0149833333333542
"3","3",1965.78446703774,0.0019357534084179,92,0,"relative convergence (4)",0.0190000000000206
"4","4",1610.5009465808,0.00200235402650195,245,0,"relative convergence (4)",0.0272333333333336
"5","5",1591.67032733778,0.00546090449381609,248,0,"relative convergence (4)",0.0266500000000027
"6","6",1587.20709165236,0.003742897693499,252,0,"relative convergence (4)",0.0300833333333382
"7","7",1577.88736066842,0.00513464572543398,255,0,"relative convergence (4)",0.0284833333333457
"8","8",1305.06707515937,0.00427645211512129,258,0,"relative convergence (4)",0.0368666666666892
"9","9",1278.4182769397,0.00340983844579412,262,0,"relative convergence (4)",0.0336666666666436
"10","10",1277.47639977401,0.0103164000338243,266,0,"relative convergence (4)",0.0327333333333324
"11","RE",NA,NA,NA,NA,NA,NA
