"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveMmean_steep0.8_diffMDevs","22.193","20.006","6.774","8.456","0.305","0.423","0.385","0.099","0.434","0.594","TRUE","0.45","0.5","0.47","184.405"
