"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveMmean_steep0.67_identMDevs","22.193","23.345","6.774","9.964","0.305","0.427","0.398","0.052","0.424","0.721","TRUE","0.47","0.5","0.49"
