"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2202.0163146888,0.00397693525923669,14,0,"relative convergence (4)",0.0382999999999962
"2","2",2191.16982583723,0.0122783722629549,24,0,"relative convergence (4)",0.0267666666666628
"3","3",1830.25023788048,0.010305428944406,92,0,"relative convergence (4)",0.0294000000000021
"4","4",1395.28360587573,0.00422189609683343,245,0,"relative convergence (4)",0.0433166666666542
"5","5",1389.06110983211,0.00317071049639139,248,0,"relative convergence (4)",0.0399499999999989
"6","6",1339.28902793111,0.00295126834967507,252,0,"relative convergence (4)",0.0493333333333339
"7","7",1333.22168242639,0.0122720748377851,255,0,"relative convergence (4)",0.0436166666666698
"8","8",1321.04233054023,0.0263406908985395,258,0,"relative convergence (4)",0.0523500000000089
"9","9",1296.59413324666,0.0154723915850354,262,0,"relative convergence (4)",0.0536666666666558
"10","10",1295.67237215921,0.0192812826799109,266,0,"relative convergence (4)",0.0476166666666662
"11","RE",NA,NA,NA,NA,NA,NA
