"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveM1.64_steep0.5_identMDevs","22.193","106.055","6.774","11.124","0.305","0.105","0.656","3.779","2.546","0.917","TRUE","0.51","0.5","0.5"
