"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","SOG_agg","baseAggModel_DDM","SOG",103.49,4134.186,4134.186,0,0.718,0,0.558,0.943,TRUE
