"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","SOG_agg","baseAggModel_DDM","128.489","103.49","61.135","57.142","0.476","0.552","0.16","0.195","0.258","0.505","TRUE","0.48","0.5","0.48","-291.552"
