"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveM1.64_steep0.8_diffMDevs","22.193","58.576","6.774","9.321","0.305","0.159","0.479","1.639","1.298","0.772","TRUE","0.45","0.5","0.47","186.124"
