"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2169.00028954194,0.00762764256178627,14,0,"relative convergence (4)",0.0380833333333915
"2","2",2157.94767118151,0.00772676407423489,24,0,"relative convergence (4)",0.0191333333333508
"3","3",1724.4475652687,0.00602473789567703,219,0,"relative convergence (4)",0.0269499999999728
"4","4",1396.58522812694,0.000847793422167342,372,0,"relative convergence (4)",0.0486500000000281
"5","5",1395.43645549627,0.00556187982380152,375,0,"relative convergence (4)",0.0339333333333343
"6","6",1367.03931798868,0.0279297645973138,379,0,"relative convergence (4)",0.0389166666666521
"7","7",1361.36102349976,0.0105608909120454,382,0,"relative convergence (4)",0.0453833333334236
"8","8",1260.23454113907,0.0134241057130424,385,0,"relative convergence (4)",0.0482833333332868
"9","9",1236.63207681611,0.0197438223168547,389,0,"relative convergence (4)",0.0485500000000078
"10","10",1235.72624669803,0.049206161533581,393,0,"relative convergence (4)",0.0436499999999796
"11","RE",NA,NA,NA,NA,NA,NA
