"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveMmean_steep0.8_identMDevs","22.193","22.927","6.774","10.128","0.305","0.442","0.447","0.033","0.464","0.772","TRUE","0.47","0.5","0.48"
