"","dataScenario","modelHyp","Stock","$B_0$","$R_0$","$R_{init}$","$F_{init}$","$M_0$","$\overline{M}$","$q_s$","$q_d$","pdHess"
"1","HG_multistock","MS_DDM","C/S",5.105,109.279,111.298,0,0.578,0,0.271,1,TRUE
"2","HG_multistock","MS_DDM","JP/S",30.467,654.015,1210.042,0,0.578,0,0.198,1,TRUE
"3","HG_multistock","MS_DDM","Lou",3.438,76.193,107.484,0,0.578,0,0.159,1,TRUE
