"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","MS_DDM","22.193","38.885","6.774","11.483","0.305","0.295","0.033","0.752","0.409","0.757","TRUE","0.65","0.5","0.59","375.91"
