"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","baseMSmodel","22.193","23.347","6.774","9.968","0.305","0.427","0.399","0.052","0.425","0.721","TRUE","0.47","0.5","0.49"
