"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveM1.64_steep0.67_diffMDevs","22.193","66.819","6.774","9.575","0.305","0.143","0.531","2.011","1.536","0.8","TRUE","0.46","0.5","0.48"
