"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","juveMmean_steep0.5_diffMDevs","22.193","22.612","6.774","9.496","0.305","0.42","0.376","0.019","0.385","0.754","TRUE","0.45","0.5","0.48"
