"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2168.7850164435,0.010572846792229,14,0,"relative convergence (4)",0.03795
"2","2",2160.91265864954,0.00848964975369881,24,0,"relative convergence (4)",0.0171333333333333
"3","3",1859.55327633293,0.00417530097659125,92,0,"relative convergence (4)",0.0182
"4","4",1466.30087379398,0.00232127246137226,245,0,"relative convergence (4)",0.02675
"5","5",1460.11943664,0.00344280675590625,248,0,"relative convergence (4)",0.0258833333333333
"6","6",1420.51837988148,0.016859192748673,252,0,"relative convergence (4)",0.0304833333333333
"7","7",1417.28782309099,0.01001508955098,255,0,"relative convergence (4)",0.0286
"8","8",1305.44030777621,0.00212031028895154,258,0,"relative convergence (4)",0.0325166666666667
"9","9",1278.51630943867,0.0127426807764746,262,0,"relative convergence (4)",0.0310333333333334
"10","10",1277.4358848137,0.0384304858855344,266,0,"relative convergence (4)",0.0292666666666667
"11","RE",NA,NA,NA,NA,NA,NA
