"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","HG_multistock","juveMmean_steep0.5_diffMDevs","22.193","22.611","6.774","9.494","0.305","0.42","0.376","0.019","0.385","0.753","TRUE","0.45","0.5","0.48","188.399"
