"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE","dataLikelihood"
"1","WCVI_agg","baseAggModel","44.996","102.406","19.508","21.011","0.434","0.205","0.527","1.276","1.165","0.554","FALSE","0.6","NaN","0.6","69.266"
