"","dataScenario","modelHyp","iscamB0","siscahB0","iscamBT","siscahBT","iscamBT/B0","siscahBT/B0","AREstatus","AREB0","SimMetric","MAREBt","pdHess","meanAgeSE","meanIdxSE","meanResidSE"
"1","HG_multistock","baseMSmodel","22.193","23.278","4.513","7.382","0.203","0.317","0.559","0.049","0.584","0.715","TRUE","0.47","0.5","0.48"
